Sample.ID,Size,Diet,Genus,Species,Genus.modif,Species.modif,Body size,Museum.ID,Site.Name,Level.Age,Age,age,age estimate,Note.age,Age.Category,Tray,Tray.ID,Weight,d15N,d13C,d13C.enamel,d180.enamel,X.N,X.C,C.N,commnets,analyzed.at.UNM.publication
933-2110,Large,Carnivore,Homotherium,serum,Homotherium,sp.,189000,TMM,Friesenhahn Cave,,,,21000,,Pleistocene,5,G4,0.545,NA,-28.3,,,bdl,28.8,NA,,x
937-492,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,,,NA,,,,,5,B6,0.589,NA,-28.2,,,bdl,33.3,na,,x
908-2430,Large,Carnivore,Canis,dirus,Canis,dirus,65000,TMM,Kincaid Shelter,"Zone 3, Square A-G, 1-2",,,13000,,Pleistocene,4,A6,0.537,NA,-28.1,,,bdl,49.3,NA,,x
892-270,Large,Herbivore,Bison,latifrans,Bison,latifrans,900000,TMM,Lubbock Lake,Zone 5,,,7000,,Holocene,5,H10,0.571,NA,-28,,,bdl,48.2,NA,question mark removed from antiguus,x
908-2391,Large,Herbivore,Camelops,,Camelops,sp.,1100000,TMM,Kincaid Shelter,"Zone 3, Square B-C, 2-3",,,13000,,Pleistocene,5,F11,0.37,NA,-27.9,,,bdl,22,NA,,x
908-2428,Large,Carnivore,Canis,dirus,Canis,dirus,65000,TMM,Kincaid Shelter,"Zone 3, Square A-G, 1-2",,,13000,,Pleistocene,4,G10,0.344,NA,-27.8,,,bdl,40.5,NA,,x
937-589,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,,Brackwater draw,NA,,,,,5,B5,0.539,NA,-27.8,,,bdl,6.4,na,,x
908-2316,Large,Carnivore,Canis,latrans,Canis,latrans,13406,TMM,Kincaid Shelter,"Zone 3, Square A-B, 2-3",,,13000,,Pleistocene,4,G2,0.527,NA,-27.7,,,bdl,38.3,NA,,x
908-2362,Large,Herbivore,Equus,,Equus,sp.,400000,TMM,Kincaid Shelter,material previously numbered -3865,Pleistocene,,,,,2,B3,0.292,NA,-27.7,,,bdl,37.5,na,,x
933-2691,Large,Carnivore,Smilodon,floridanus,Smilodon,fatalis,400000,TMM,Friesenhahn Cave,,,,21000,,Pleistocene,5,D3,0.125,NA,-27.6,,,bdl,26.2,NA,,x
30967-1599,Large,Herbivore,Camelops,,Camelops,sp.,1100000,TMM,Ingleside,,Pleistocene,,30000,,Pleistocene,5,D9,0.578,NA,-27.3,,,0.4,23.6,53.4,,x
892-484,Large,Herbivore,Bison,bison,Bison,bison,579255,TMM,Lubbock Lake,,NA,,,,,5,C3,0.565,NA,-27.3,,,0.7,17,24.1,,x
30967-874,Large,Herbivore,Paleolama,mirifica,Paleolama,mirifica,223000,TMM,Ingleside,,Pleistocene,,30000,,Pleistocene,5,B11,0.52,NA,-27.2,,,bdl,14.6,na,,x
1273-1,Large,Herbivore,Bison,latifrans,Bison,latifrans,900000,TMM,,,Pleistocene,,,,,5,D6,0.523,1,-27,,,2.1,18.6,9,,x
30697-94,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Ingleside,,Pleistocene,,30000,,Pleistocene,5,D5,0.564,4.4,-26.4,,,4.5,35.4,7.8,,x
908-2302,Large,Herbivore,Proboscidea,,Proboscidea,,,TMM,Kincaid Shelter,"Zone 3, Square A-B, 1-2",,,13000,,Pleistocene,5,D12,0.533,3.1,-25.6,,,6.4,30,4.7,,x
908-2305,Large,Herbivore,Mammuthus,,Mammuthus,sp.,10800000,TMM,Kincaid Shelter,"Zone 4, Square A-B, 1-2",,,11000,,Pleistocene,5,F4,0.462,2.3,-25,,,7.1,29.6,4.2,,x
30967-1595,Large,Herbivore,Camelops,,Camelops,sp.,1100000,TMM,Ingleside,Late Pleistocene (Pit #1),Pleistocene,,30000,,Pleistocene,5,B8,0.544,NA,-24.9,,,1.7,9.4,5.4,,x
30967-172,Large,Carnivore,Canis,dirus,Canis,dirus,65000,TMM,Ingleside,Late Pleistocene (Pit #1),,,30000,,Pleistocene,5,F2,0.541,NA,-24.9,,,1.4,8.4,5.8,,x
unknown light,,NA,NA,,,,,TMM,NA,NA,,,,,,6,B11,0.573,2.4,-24.6,,,9.1,26.1,2.9,,x
40449-129,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Levi Shelter,"Toomey says 10-7 (14C) or 11,555 to 7,854",,,11500,,Pleistocene,5,H7,0.542,-1.1,-24.3,,,3.3,14.4,4.3,,x
40449-127,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Levi Shelter,"Toomey says 10-7 (14C) or 11,555 to 7,845",,,11500,,Pleistocene,5,D11,0.549,1.1,-24,,,4.2,16.9,4,,x
1295-13,Small,Carnivore,Taxidea,taxus,Taxidea,,7108,TMM,Clamp Cave,Pleistocene-Rancholabrean,,,20000,,Pleistocene,5,F8,0.568,1.6,-23.9,,,5.4,18.2,3.3,,x
1295-9,Small,Carnivore,Vulpes,sp.,Vulpes,sp.,4132,TMM,Clamp Cave,,,,20000,,Pleistocene,1,F11,0.599,3.2,-23.9,,,4.2,18.2,4.4,,x
41229-17414,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,145-150,,,10351,,Holocene,3,E1,0.514,6.9,-22.8,,,10.9,31.8,2.9,,x
41229-1302,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,075-080,,,5739,,Holocene,3,A5,0.535,6.9,-22.7,,,9.7,30.7,3.2,,x
41229-17412,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,145-150,,,10351,,Holocene,2,B3,0.495,6.8,-22.7,,,12.5,36.6,2.9,,x
41229-17385,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,135-140,,,9692,,Holocene,3,A11,0.57,7.5,-22.4,,,14.4,41.2,2.9,,x
41229-17415,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,145-150,,,10351,,Holocene,2,F3,0.536,6.3,-22.4,,,11.6,35.2,3,,x
41229-17239,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,095-100,,,7057,,Holocene,3,D9,0.602,5.2,-22.3,,,11.9,35.3,3,,x
41229-17308,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,120-125,,,8704,,Holocene,2,E8,0.541,5.6,-22.3,,,15.1,43.8,2.9,,x
41229-17248,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,095-100,,,7057,,Holocene,2,E5,0.548,6.1,-22.2,,,14,41.8,3,,x
41229-2926,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,035-040,,,3104,,Holocene,3,C10,0.544,4.4,-22.1,,,10.9,34.2,3.1,,x
933-2297,Large,Carnivore,Homotherium,serum,Homotherium,sp.,189000,TMM,Friesenhahn Cave,,,,21000,,Pleistocene,4,G11,0.523,9.8,-22,,,4.6,28.3,6.2,,x
41229-17411,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,145-150,,,10351,,Holocene,2,H10,0.512,4,-21.9,,,8.1,25.2,3.1,,x
41229-17327,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,125-130,,,9033,,Holocene,2,H8,0.507,4.7,-21.8,,,11.8,35,3,,x
41229-17379,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,135-140,,,9692,,Holocene,2,F6,0.543,6.8,-21.7,,,14.9,43.4,2.9,,x
41229-9509,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,055-060,,,4422,,Holocene,2,D4,0.537,4.1,-21.6,,,16.1,46.3,2.9,,x
41229-17156,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,060-065,,,4751,,Holocene,3,G9,0.511,5,-21.6,,,16.5,48.2,2.9,,x
41229-17391,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,135-140,,,9692,,Holocene,2,G2,0.555,7.3,-21.5,,,15.1,43,2.9,,x
41229-17003,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,020-025,,,2116,,Holocene,2,H6,0.567,3.5,-21.5,,,15.5,45.3,2.9,,x
41229-17146,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,060-065,,,4751,,Holocene,2,A11,0.536,4.4,-21.5,,,15.7,45.4,2.9,,x
41229-17232,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,090-095,,,6728,,Holocene,2,F9,0.507,6.2,-21.4,,,12.1,36.5,3,,x
41229-17451,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,155-160,,,11010,,Pleistocene,2,C8,0.582,4.8,-21.3,,,14.7,42.7,2.9,,x
41229-17029,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,020-025,,,2116,,Holocene,2,C11,0.546,3,-21.3,,,15.8,45.5,2.9,,x
41229-17078,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,050-055,,,4093,,Holocene,3,G4,0.514,4.4,-21.3,,,14.9,43.6,2.9,,x
908-4348,Small,Carnivore,Procyon,lotor,Procyon,lotor,5525,TMM,Kincaid Shelter,"Disturbed Fill, #186",,,,,,4,C3,0.575,6.7,-21.3,,,9.1,35.3,3.9,,x
41229-17383,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,135-140,,,9692,,Holocene,2,E4,0.529,4.3,-21.2,,,9.6,29.5,3.1,,x
41229-17413,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,145-150,,,10351,,Holocene,3,E3,0.562,6.8,-21.2,,,11.7,33.8,2.9,,x
41229-17084,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,050-055,,,4093,,Holocene,3,G1,0.534,4.7,-21.2,,,14.5,42.8,2.9,,x
41229-17171,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,070-075,,,5410,,Holocene,3,A7,0.537,6.9,-21.1,,,13.8,41.6,3,,x
41229-17417,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,145-150,,,10351,,Holocene,3,B4,0.575,6.1,-21,,,6.1,18.4,3,,x
40451-125,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Wunderlich Site,Mid-Holocene,Holocene,4600,4600,,Holocene,5,C9,0.517,5.1,-21,,,12,35.6,3,,x
933-3962,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Friesenhahn cave,Late Pleistocene,Pleistocene,21000,21000,From Toomey: 21ka,Pleistocene,5,D11,0.573,6.1,-20.9,,,15.4,44.4,2.9,,x
41229-17453,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,155-160,,,11010,,Pleistocene,2,H3,0.554,6.5,-20.9,,,10.4,31.6,3,,x
41229-17278,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,110-115,,,8045,,Holocene,2,G3,0.539,3.8,-20.9,,,15.8,44.3,2.8,,x
933-3013,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Friesenhahn Cave,NA,Pleistocene,21000,21000,From Toomey: 21ka,Pleistocene,1,F12,0.35,8,-20.8,,,6.6,25.6,3.9,,x
41229-17392,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,135-140,,,9692,,Holocene,3,E10,0.569,6.4,-20.8,,,15.5,44.3,2.9,,x
41229-17270,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,105-110,,,7716,,Holocene,3,B3,0.524,6.3,-20.8,,,10,28.8,2.9,,x
908-2184,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"Zone unknown, Square G-H, 4-5",NA,,,,,5,C12,0.583,5.2,-20.8,,,16.1,45.4,2.8,,x
908-131,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"Zone 6, Square A-B, 6-7",Holocene,,3000,,Holocene,5,A4,0.525,5.3,-20.7,,,15.8,45.6,2.9,,x
908-2255,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"Zone 6, Square J-K, 3-4",Holocene,,3000,,Holocene,5,A3,0.571,5.3,-20.7,,,15.9,45.8,2.9,,x
908-2254,Large,Carnivore,Puma,concolor,Puma,concolor,51600,TMM,Kincaid Shelter,"Zone 6, Square J-K, 3-4, #314",,,3000,,Holocene,4,A1,0.567,7.2,-20.6,,,9.7,31,3.2,,x
567407,Large,Carnivore,Canidae,modern,Canidae,modern,,TMM,NA,NA,,,0,,Modern,1,G12,0.576,11.3,-20.6,,,12.7,44.7,3.5,,x
41229-17221,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,085-090,,,6398,,Holocene,3,D2,0.538,7.3,-20.5,,,15.5,42.5,2.7,,x
41229-17122,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,055-060,,,4422,,Holocene,3,F6,0.565,4.2,-20.4,,,16,44.9,2.8,,x
41229-17285,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,110-115,,,8045,,Holocene,3,E11,0.576,5.6,-20.4,,,14.3,41.8,2.9,,x
908-3348,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"Zone 6, Square C-D, 8-9, #391",Holocene,,3000,,Holocene,5,C2,0.624,5.8,-20.4,,,15.3,45,2.9,question mark removed ,x
908-3614,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"Zone 5?6, Square C-D, 5-6",Holocene,,7000,,Holocene,5,A2,0.555,5.8,-20.4,,,16.2,45.8,2.8,,x
41229-17386,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,135-140,,,9692,,Holocene,3,F12,0.527,6.1,-20.3,,,15.3,43.6,2.9,,x
41229-17061,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,045-050,,,3434,,Holocene,3,A1,0.603,3.1,-20.3,,,15.3,46.5,3,,x
41229-17387,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,135-140,,,9692,,Holocene,3,B7,0.55,7.1,-20.2,,,14.5,42.3,2.9,,x
908-2310,Large,Herbivore,Equus,,Equus,sp.,400000,TMM,Kincaid Shelter,"Zone 3, Square A-B, 1-2",,,13000,,Pleistocene,4,F3,0.534,8.1,-20.2,,,16.2,46.3,2.9,,x
933-458,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Friesenhahn cave,"20,176 to 22,630",,,21000,,Pleistocene,4,C1,0.499,7.8,-20.1,,,7.6,26.7,3.5,,x
41229-17296,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,115-120,,,8375,,Holocene,2,E12,0.545,6.3,-20.1,,,12.3,36.6,3,,x
908-2229,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"Zone 6, Square I-J, 4-5",,,3000,,Holocene,6,A12,0.513,5.8,-20.1,,,14.4,43.1,3,,x
43365-1,Large,Carnivore,Ursus,americanus,Ursus,americanus,99949,TMM,Sanders Ranch Cave,,,,,,,4,B8,0.513,4.3,-20.1,,,15.5,44.2,2.9,,x
41229-8271,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,225-230,,,15566,,Pleistocene,3,D11,0.571,5.3,-20,,,14.1,39.8,2.8,,x
41229-17079,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,050-055,,,4093,,Holocene,2,D11,0.578,5.9,-20,,,15.2,44.7,2.9,,x
41229-1055,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Halls Cave,Pit 1,Holocene,4916,4916,,Holocene,2,A1,0.285,4.5,-20,,,16.7,45.7,2.7,,x
41229-673,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Halls Cave,Pit 1A,Holocene,2610.5,2610.5,,Holocene,2,B10,0.282,6.7,-19.9,,,16.3,45.6,2.8,,x
908-835,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Kincaid Shelter,"Zone 6, Square B-C, 7-8",,,3000,,Holocene,5,D4,0.508,5.5,-19.9,,,14.8,43.4,2.9,,x
908-1413,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Kincaid Shelter,"Zone 6, Square E-F, 2-3",Holocene,,3000,,Holocene,5,A10,0.562,5.8,-19.9,,,16.4,47,2.9,,x
908-335,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Kincaid Shelter,"Zone 6, Square A-B, 8-9",,,3000,,Holocene,5,F9,0.579,6,-19.9,,,15.4,43.8,2.8,,x
908-3745,Large,Herbivore,Antilocapra,,Antilocapra,sp.,46083,TMM,Kincaid Shelter,"Zone 6, Square A-G, 6-7",,,3000,,Holocene,4,D8,0.54,7,-19.9,,,15.8,44.7,2.8,,x
908-360,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"Zone 6, Square A-B, 10-11",,,3000,,Holocene,4,A3,0.549,5.6,-19.9,,,13.5,40.4,3,,x
908-818,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"Zone 6, Square, B-C, 7-8",,,3000,,Holocene,6,B7,0.578,6.1,-19.9,,,14.6,43.5,3,,x
908-4113,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,NA,NA,,7000,,Holocene,1,F9,0.571,6.5,-19.9,,,15,44.8,3,,x
908-3953,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,disturbed fill,NA,,,,,1,F7,0.515,6.2,-19.9,,,16.1,45.6,2.8,,x
908-3943,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,Disturbed Fill,Holocene,,,,,5,A1,0.582,6.8,-19.9,,,15.4,44.3,2.9,,x
43133-1112,Large,Herbivore,Odocoileus,virginianus,Odocoileus,sp.,55509,TMM,Bering Sinkhole,,Holocene,4950,4950,took mean of interval,Holocene,2,A9,0.279,6.9,-19.8,,,11.4,35.5,3.1,,x
908-180,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Kincaid Shelter,"Zone 6, Square A-B, 6-7",,,3000,,Holocene,4,B1,0.558,5.8,-19.8,,,15.9,45,2.8,,x
908-2249,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Kincaid Shelter,"Zone 6, Square J-K, 3-4",Holocene,,3000,,Holocene,5,B3,0.57,6.1,-19.8,,,15.8,45.5,2.9,,x
908-3255,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"Zone 6, Square E-F, 8-9",,,3000,,Holocene,4,E10,0.521,5.4,-19.8,,,16.1,45.6,2.8,,x
908-825,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"Zone 6, Square B-C, 7-8",Holocene,,3000,,Holocene,5,C10,0.55,6,-19.8,,,14.4,43.5,3,,x
908-3992,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,Pleistocene - Rancholabrean,NA,,,,,2,A12,0.29,6,-19.8,,,15.8,46.4,2.9,,x
40451-102,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Wunderlich Site,Mid-Holocene,Holocene,4600,4600,,Holocene,5,A5,0.523,5.5,-19.8,,,15.3,46.2,3,,x
41CM3-13,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Wunderlich Site,Mid-Holocene,Holocene,4600,4600,,Holocene,5,D3,0.573,5.6,-19.8,,,14.6,43,2.9,,x
908-833,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Kincaid Shelter,"Zone 6, Square B-C, 7-8",,,3000,,Holocene,4,C11,0.516,6.2,-19.7,,,15.8,44.7,2.8,,x
908-1438,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"zone 5, square E-F, 2-3",NA,,7000,,Holocene,1,F5,0.536,5.3,-19.7,,,15.8,45,2.8,,x
40449-175,Large,Carnivore,Canis,dirus,Canis,dirus,65000,TMM,"Levi Shelter, Pleistocene",,,,11500,,Pleistocene,1,D8,0.216,7.1,-19.7,,,6.9,22.6,3.3,,x
41229-9333,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Halls Cave,NA,Holocene,2610.5,2610.5,,Holocene,1,H6,0.543,5.8,-19.6,,,15.1,43,2.9,,x
908-3990,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"partially charred, previously numbered -3",NA,,,,,2,B2,0.283,6.1,-19.6,,,16.8,46.8,2.8,,x
41CM3-93,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Wunderlich Site,Mid-Holocene,Holocene,4600,4600,,Holocene,5,D2,0.525,6.7,-19.6,,,16,45.2,2.8,,x
40450-584,Small,Carnivore,Lynx,rufus,Lynx,sp.,17950,TMM,Cave Without A Name,Pleistocene,,,13000,,Pleistocene,4,C2,0.556,7.4,-19.5,,,14,40.8,2.9,,x
933-1907B,Large,Carnivore,Canis,dirus,Canis,dirus,65000,TMM,Friesenhahn Cave,NA,Pleistocene,21000,21000,From Toomey: 21ka,Pleistocene,1,F10,0.1,NA,-19.5,,,9.4,40.2,4.3,,x
41229-643,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Hall's Cave,075-080,,,5739,,Holocene,4,B12,0.539,7.8,-19.5,,,15.1,43.9,2.9,,x
41229-868,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Halls Cave,Pit 1,Holocene,4257.5,4257.5,,Holocene,2,A11,0.287,5.9,-19.5,,,16.6,45.3,2.7,,x
41229-462,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Halls Cave,Pit 1A,Holocene,5574.5,5574.5,,Holocene,2,A3,0.294,5.7,-19.5,,,17.2,46.5,2.7,,x
41229-URSUS-11029,Large,Carnivore,Ursus,americanus?,Ursus,americanus,99949,TMM,Halls Cave,NA,Holocene,6563,6563,,Holocene,1,G11,0.586,3.7,-19.5,,,4.1,12.7,3.1,,x
908-121,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Kincaid Shelter,"Zone 6, Square A-B, 5-6",,,3000,,Holocene,5,F1,0.55,6.1,-19.5,,,15.3,43.9,2.9,,x
908-3469,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,Pleistocene - Rancholabrean,Holocene,,,,,2,B4,0.295,4.7,-19.5,,,15.7,46.2,2.9,,x
908-3945,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,Disturbed Fill,Holocene,,,,,5,D1,0.533,5.9,-19.5,,,16.8,46.7,2.8,,x
40541-1233,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Starveout Cave,,,,,,,4,C6,0.516,7.9,-19.5,,,15.9,44.4,2.8,,x
41229-2939,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,025-030,,,2446,,Holocene,3,E5,0.529,4.3,-19.4,,,16.3,45.2,2.8,,x
41229-17159,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,060-065,,,4751,,Holocene,3,C11,0.565,4.3,-19.4,,,16,43.2,2.7,,x
908-3439,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Kincaid Shelter,"Zone 5?6, Square C-D, 7-8",,,7000,,Holocene,5,H12,0.529,6,-19.4,,,14.9,43.7,2.9,,x
908-3987,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,,,,,,,4,A11,0.515,6.4,-19.4,,,15.4,43.3,2.8,,x
908-3306,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"zone 5, squareH-I, 4- 5",NA,,,,,1,F6,0.589,7.1,-19.4,,,15.1,43.8,2.9,,x
908-3924,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"Disturbed Fill, #501",,,,,,4,B2,0.56,9.5,-19.4,,,13.6,42.1,3.1,,x
804-141,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Montell Shelter,"Zone 1, trench 4, 0"" to 8""",Pleistocene,,21000,,Pleistocene,5,C1,0.575,5.3,-19.4,,,16.2,44.9,2.8,,x
41229-17271,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,105-110,,,7716,,Holocene,3,C3,0.565,6.5,-19.3,,,14.5,41.6,2.9,,x
908-3432,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Kincaid Shelter,"Zone 6, Square C-D, 7-8",,,3000,,Holocene,4,E12,0.6,6.5,-19.3,,,15.1,43.9,2.9,,x
908-1629,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"Zone 6, Square E-F, 7-8",,,3000,,Holocene,4,A4,0.561,6.1,-19.3,,,15.2,43.4,2.9,,x
908-3994,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,"disturbed fill, prev numbered 3",NA,,,,,2,A7,0.286,6.9,-19.3,,,17.3,47.4,2.7,,x
41229-9510,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,055-060,,,4422,,Holocene,3,D8,0.578,5.8,-19.2,,,15.5,44.1,2.8,,x
41229-7438,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,065-070,,,5081,,Holocene,3,D10,0.532,5.4,-19.2,,,14.4,41.8,2.9,,x
41229-719,Small,Carnivore,Urocyon or Vulpes,,Urocyon or Vulpes,,4132,TMM,Hall's Cave,005-010,,,1128,,Holocene,1,F6,0.521,8.8,-19.2,,,15.6,43.3,2.8,,x
41229-646,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Halls Cave,Pit 1,Pleistocene,13404,13404,,Pleistocene,2,B11,0.296,11.1,-19.2,,,13.8,39.1,2.8,,x
43202-73,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,13406,TMM,Ranny Creek Cave,Lower part excavated summer 1930,,,5000,,Holocene,1,E12,0.5,9.7,-19.2,,,13.7,44.7,3.3,,x
