Sample.ID,Sample.ID2,Size,Diet,Genus,Species,Genus.modif,Species.modif,Body size,Museum.ID,Site.Name,Latitude,Longitude ,Level.Age,Age,age,age estimate,Note.age,Age.Category,Extinction level,Survivor,Tray,Tray.ID,Weight,d15N,d13C,d13C.enamel,d180.enamel,X.N,X.C,C.N,commnets,analyzed.at.UNM.publication
804-110,804-110,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Montell Shelter,29.5,-100,"Zone 2, trench 6, 6"" to 15""",Pleistocene,,21000,,Pleistocene,Pre-Extinction,Survivor,5,D10,0.578,5.4,-19.1,,,16,44.4,2.8,,x
804-141,804-141,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Montell Shelter,29.5,-100,"Zone 1, trench 4, 0"" to 8""",Pleistocene,,21000,,Pleistocene,Pre-Extinction,Survivor,5,C1,0.575,5.3,-19.4,,,16.2,44.9,2.8,,x
892-,892-,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Lubbock Lake,33.62,-101.89,,,,,,,,,5,D8,0.55,NA,NA,,,bdl,3.3,NA,,x
892-218,892-218,Large,Herbivore,Bison,bison,Bison,bison,579255,TMM,Lubbock Lake,33.62,-101.89,Zone 5,NA,,7000,,Holocene,Post-Extinction,Survivor,5,A6,0.564,7.7,-8.1,,,14.5,43.1,3,,x
892-256,892-256,Large,Carnivore,Canis,lupus,Canis,lupus,37000,TMM,Lubbock Lake,33.62,-101.89,?Shed 5,,,,,,,Survivor,5,F3,0.517,10.1,-11.9,,,13,38.8,3,,x
892-270,892-270,Large,Herbivore,Bison,latifrans,Bison,latifrans,900000,TMM,Lubbock Lake,33.62,-101.89,Zone 5,,,7000,,Holocene,Post-Extinction,Extinct,5,H10,0.571,NA,-28,,,bdl,48.2,NA,question mark removed from antiguus,x
892-484,892-484,Large,Herbivore,Bison,bison,Bison,bison,579255,TMM,Lubbock Lake,33.62,-101.89,,NA,,,,,,Survivor,5,C3,0.565,NA,-27.3,,,0.7,17,24.1,,x
892-6CK-Bison-1,892-6CK-Bison-1,Large,Herbivore,Bison,antiguus,Bison,antiguus,579255,TMM,Lubbock Lake,33.62,-101.89,,NA,,,,,,Extinct,5,A7,0.525,7.6,-8.9,,,15.5,44.6,2.9,question mark removed from antiguus,x
892-6CK-Bison-2,892-6CK-Bison-2,Large,Herbivore,Bison,antiguus,Bison,antiguus,579255,TMM,Lubbock Lake,33.62,-101.89,,NA,,,,,,Extinct,5,A12,0.516,7.9,-8.3,,,16.3,45.7,2.8,question mark removed from antiguus,x
892-6K or 6A,892-6K or 6A,Large,Herbivore,Bison,antiguus,Bison,antiguus,579255,TMM,Lubbock Lake,33.62,-101.89,,NA,,,,,,Extinct,5,B4,0.551,6.3,-9,,,16.5,46.5,2.8,question mark removed from antiguus,x
908 -3939,908 -3939,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,13406,TMM,Kincaid Shelter,29.37,-99.47,Disturbed Fill #116,,,,,,,Survivor,1,E2,0.602,9.8,-13.8,,,14.8,44,3,,x
908-1080,908-1080,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,29.37,-99.47,zone 5?6,Holocene,,7000,,Holocene,Post-Extinction,Survivor,2,A8,0.284,NA,NA,,,bdl,4.7,na,,x
908-1089,908-1089,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Kincaid Shelter,29.37,-99.47,"Zone 5?6, Square C-D, 5-6",,,7000,,Holocene,Post-Extinction,Survivor,4,B9,0.552,5.6,-9.2,,,15.3,43.1,2.8,,x
908-1164,908-1164,Small,Carnivore,Procyon,lotor,Procyon,lotor,5525,TMM,Kincaid Shelter,29.37,-99.47,"Zone 5, Square D-E, 1-2, #506",,,7000,,Holocene,Post-Extinction,Survivor,4,G9,0.228,8.1,-18.2,,,7.4,28,3.8,,x
908-118,908-118,Large,Carnivore,Canis,dirus,Canis,dirus,65000,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-B, 5-6, #909",,,3000,,Holocene,Post-Extinction,Extinct,5,G12,0.572,11.4,-10.8,,,15.4,43.9,2.9,,x
908-1204,908-1204,Small,Carnivore,Mephitis,mephitis,Mephitis,sp.,2085,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square D-E, 2-3, #203",,,3000,,Holocene,Post-Extinction,Survivor,4,F6,0.53,10,-15.7,,,15.2,44.6,2.9,,x
908-121,908-121,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-B, 5-6",,,3000,,Holocene,Post-Extinction,Survivor,5,F1,0.55,6.1,-19.5,,,15.3,43.9,2.9,,x
908-131,908-131,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-B, 6-7",Holocene,,3000,,Holocene,Post-Extinction,Survivor,5,A4,0.525,5.3,-20.7,,,15.8,45.6,2.9,,x
908-1413,908-1413,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square E-F, 2-3",Holocene,,3000,,Holocene,Post-Extinction,Survivor,5,A10,0.562,5.8,-19.9,,,16.4,47,2.9,,x
908-1438,908-1438,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,29.37,-99.47,"zone 5, square E-F, 2-3",NA,,7000,,Holocene,Post-Extinction,Survivor,1,F5,0.536,5.3,-19.7,,,15.8,45,2.8,,x
908-1629,908-1629,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square E-F, 7-8",,,3000,,Holocene,Post-Extinction,Survivor,4,A4,0.561,6.1,-19.3,,,15.2,43.4,2.9,,x
908-1643,908-1643,Small,Carnivore,Lynx,rufus,Lynx,sp.,17950,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-G, 1-2, #387",,,3000,,Holocene,Post-Extinction,Survivor,5,H5,0.104,9.9,-14.5,,,12,38.5,3.2,,x
908-1672,908-1672,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,29.37,-99.47,"Zone 5, Square A-G, 1-2",Holocene,,7000,,Holocene,Post-Extinction,Survivor,5,C8,0.564,7.5,-17.5,,,15.7,45.1,2.9,,x
908-180,908-180,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-B, 6-7",,,3000,,Holocene,Post-Extinction,Survivor,4,B1,0.558,5.8,-19.8,,,15.9,45,2.8,,x
908-1879,908-1879,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-G, 6-7",,,3000,,Holocene,Post-Extinction,Survivor,4,B6,0.552,7.7,-18.5,,,15.8,44.2,2.8,,x
908-1937,908-1937,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-G, 6-7",Holocene,,3000,,Holocene,Post-Extinction,Survivor,5,C4,0.531,5.3,-10,,,15.4,45.4,2.9,,x
908-2003,908-2003,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-G, 7-8",,,3000,,Holocene,Post-Extinction,Survivor,5,E8,0.523,6.4,-11.3,,,15.2,43.9,2.9,,x
908-2017,908-2017,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-G, 7-8",,,3000,,Holocene,Post-Extinction,Survivor,4,F10,0.514,6.5,-18.9,,,15.7,44.7,2.8,,x
908-2113,908-2113,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,13406,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-G, 8-9",,,3000,,Holocene,Post-Extinction,Survivor,5,H3,0.521,11,-13.4,,,15.5,43.6,2.8,,x
908-2139,908-2139,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-G, 9-10",,,3000,,Holocene,Post-Extinction,Survivor,5,H2,0.519,6.5,-11.9,,,13.8,41.4,3,,x
908-2140,908-2140,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-G, 9-10",,,3000,,Holocene,Post-Extinction,Survivor,5,D9,0.52,6.4,-11.5,,,15.2,43.7,2.9,,x
908-2142,908-2142,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-G, 9-10",,,3000,,Holocene,Post-Extinction,Survivor,4,E2,0.542,6,-12.3,,,14.9,42.5,2.9,,x
908-2181,908-2181,Large,Carnivore,Puma,concolor,Puma,concolor,51600,TMM,Kincaid Shelter,29.37,-99.47,"Zone Unknown, Square G-H, 4-5, #515",,,,,,,Survivor,5,F12,0.574,8.2,-18.2,,,15.1,42.5,2.8,,x
908-2182,908-2182,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Kincaid Shelter,29.37,-99.47,"Zone Unknown, Square G-H, 4-5",,,,,,,Survivor,5,G6,0.519,6.9,-19.1,,,15.4,43.6,2.8,,x
908-2184,908-2184,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,29.37,-99.47,"Zone unknown, Square G-H, 4-5",NA,,,,,,,5,C12,0.583,5.2,-20.8,,,16.1,45.4,2.8,,x
908-2220,908-2220,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,13406,TMM,Kincaid Shelter,29.37,-99.47,zone 6,,,3000,,Holocene,Post-Extinction,Survivor,1,E1,0.598,9.7,-10,,,15.7,43.2,2.8,,x
908-2229,908-2229,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square I-J, 4-5",,,3000,,Holocene,Post-Extinction,Survivor,6,A12,0.513,5.8,-20.1,,,14.4,43.1,3,,x
908-2249,908-2249,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square J-K, 3-4",Holocene,,3000,,Holocene,Post-Extinction,Survivor,5,B3,0.57,6.1,-19.8,,,15.8,45.5,2.9,,x
908-2254,908-2254,Large,Carnivore,Puma,concolor,Puma,concolor,51600,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square J-K, 3-4, #314",,,3000,,Holocene,Post-Extinction,Survivor,4,A1,0.567,7.2,-20.6,,,9.7,31,3.2,,x
908-2255,908-2255,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square J-K, 3-4",Holocene,,3000,,Holocene,Post-Extinction,Survivor,5,A3,0.571,5.3,-20.7,,,15.9,45.8,2.9,,x
908-2280,908-2280,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square J-K, 4-5",Holocene,,3000,,Holocene,Post-Extinction,Survivor,5,C6,0.543,5.9,-17.9,,,9.1,26,2.9,,x
908-2302,908-2302,Large,Herbivore,Proboscidea,,Proboscidea,,,TMM,Kincaid Shelter,29.37,-99.47,"Zone 3, Square A-B, 1-2",,,13000,,Pleistocene,Pre-Extinction,,5,D12,0.533,3.1,-25.6,,,6.4,30,4.7,,x
908-2304,908-2304,Large,Herbivore,Paramylodon,harlani,Paramylodon,harlani,,TMM,Kincaid Shelter,29.37,-99.47,"Zone 3, Square A-B, 1-2",,,13000,,Pleistocene,Pre-Extinction,,6,A10,0.575,NA,NA,,,bdl,1.8,NA,,x
908-2305,908-2305,Large,Herbivore,Mammuthus,,Mammuthus,sp.,10800000,TMM,Kincaid Shelter,29.37,-99.47,"Zone 4, Square A-B, 1-2",,,11000,,Holocene,Pre-Extinction,Extinct,5,F4,0.462,2.3,-25,,,7.1,29.6,4.2,,x
908-2310,908-2310,Large,Herbivore,Equus,,Equus,sp.,400000,TMM,Kincaid Shelter,29.37,-99.47,"Zone 3, Square A-B, 1-2",,,13000,,Pleistocene,Pre-Extinction,Extinct,4,F3,0.534,8.1,-20.2,,,16.2,46.3,2.9,,x
908-2316,908-2316,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,13406,TMM,Kincaid Shelter,29.37,-99.47,"Zone 3, Square A-B, 2-3",,,13000,,Pleistocene,Pre-Extinction,Survivor,4,G2,0.527,NA,-27.7,,,bdl,38.3,NA,,x
908-2334,908-2334,Large,Herbivore,Equus,,Equus,sp.,400000,TMM,Kincaid Shelter,29.37,-99.47,"Zone 3, Square A-B, 3-4",,,13000,,Pleistocene,Pre-Extinction,Extinct,5,G5,0.506,NA,NA,,,bdl,1.8,NA,,x
908-2362,908-2362,Large,Herbivore,Equus,,Equus,sp.,400000,TMM,Kincaid Shelter,29.37,-99.47,material previously numbered -3865,Pleistocene,,,,,,Extinct,2,B3,0.292,NA,-27.7,,,bdl,37.5,na,,x
908-2364,908-2364,Large,Herbivore,Equus,,Equus,sp.,400000,TMM,Kincaid Shelter,29.37,-99.47,"Zone 3, Square B-C, 2-3",,,13000,,Pleistocene,Pre-Extinction,Extinct,4,G1,0.514,NA,NA,,,bdl,2.1,NA,,x
908-2391,908-2391,Large,Herbivore,Camelops,,Camelops,sp.,1100000,TMM,Kincaid Shelter,29.37,-99.47,"Zone 3, Square B-C, 2-3",,,13000,,Pleistocene,Pre-Extinction,Extinct,5,F11,0.37,NA,-27.9,,,bdl,22,NA,,x
908-2393,908-2393,Large,Herbivore,Camelops,,Camelops,sp.,1100000,TMM,Kincaid Shelter,29.37,-99.47,"Zone 3, Square B-C, 2-3",,,13000,,Pleistocene,Pre-Extinction,Extinct,6,B10,0.14,NA,NA,,,bdl,5.2,NA,,x
908-2398,908-2398,Large,Herbivore,Equus,,Equus,sp.,400000,TMM,Kincaid Shelter,29.37,-99.47,"Zone 3, Square B-C, 2-3",,,13000,,Pleistocene,Pre-Extinction,Extinct,5,C2,0.57,NA,NA,,,bdl,2.2,NA,,x
908-2418,908-2418,Large,Carnivore,Panthera,leo atrox,Panthera,leo atrox,433200,TMM,Kincaid Shelter,29.37,-99.47,"Zone 3, Square B-C, 3-4",,,13000,,Pleistocene,Pre-Extinction,Extinct,5,E11,0.529,NA,NA,,,bdl,2,NA,,x
908-2428,908-2428,Large,Carnivore,Canis,dirus,Canis,dirus,65000,TMM,Kincaid Shelter,29.37,-99.47,"Zone 3, Square A-G, 1-2",,,13000,,Pleistocene,Pre-Extinction,Extinct,4,G10,0.344,NA,-27.8,,,bdl,40.5,NA,,x
908-2429,908-2429,Large,Carnivore,Canis,dirus,Canis,dirus,65000,TMM,Kincaid Shelter,29.37,-99.47,"Zone 3, Square A-G, 1-2",,,13000,,Pleistocene,Pre-Extinction,Extinct,4,D5,0.545,NA,NA,,,bdl,3.2,NA,,x
908-2430,908-2430,Large,Carnivore,Canis,dirus,Canis,dirus,65000,TMM,Kincaid Shelter,29.37,-99.47,"Zone 3, Square A-G, 1-2",,,13000,,Pleistocene,Pre-Extinction,Extinct,4,A6,0.537,NA,-28.1,,,bdl,49.3,NA,,x
908-2442,908-2442,Small,Carnivore,Procyon,lotor,Procyon,lotor,5525,TMM,Kincaid Shelter,29.37,-99.47,"Zone 4, Square A-G, 5-6",,,11000,,Holocene,Pre-Extinction,Survivor,4,D10,0.524,9.2,-18.4,,,14.4,44.7,3.1,,x
908-2443,908-2443,Large,Herbivore,Proboscidea,,Proboscidea,,,TMM,Kincaid Shelter,29.37,-99.47,"Zone 4, Square C-D, 1-2",,,11000,,Holocene,Pre-Extinction,,5,G2,0.528,NA,NA,,,bdl,1.5,NA,,x
908-248,908-248,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-B, 7-8",,,3000,,Holocene,Post-Extinction,Survivor,4,B5,0.567,6.1,-11.3,,,16.2,45.8,2.8,,x
908-250,908-250,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-B, 7-8",,,3000,,Holocene,Post-Extinction,Survivor,4,E9,0.545,6.9,-11.8,,,14.8,44,3,,x
908-259,908-259,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-B, 7-8",,,3000,,Holocene,Post-Extinction,Survivor,4,D11,0.527,5.5,-10,,,15.4,44.5,2.9,,x
908-263,908-263,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-B, 7-8",,,3000,,Holocene,Post-Extinction,Survivor,6,A11,0.532,6.9,-18.8,,,14.1,42.1,3,,x
908-2899,908-2899,,NA,NA,,,,,TMM,NA,,,NA,,,,,,,,4,B7,0.584,NA,NA,,,bdl,3.3,NA,,x
908-3255,908-3255,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square E-F, 8-9",,,3000,,Holocene,Post-Extinction,Survivor,4,E10,0.521,5.4,-19.8,,,16.1,45.6,2.8,,x
908-3264,908-3264,Small,Carnivore,Mephitis,mephitis,Mephitis,sp.,2085,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square H-I, 4-5, #377",,,3000,,Holocene,Post-Extinction,Survivor,6,B1,0.555,9.3,-15.2,,,14.6,42.3,2.9,,x
908-3278,908-3278,Small,Carnivore,Taxidea,taxus,Taxidea,,7108,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square H-I, 4-5, #820",,,3000,,Holocene,Post-Extinction,Survivor,4,D3,0.571,9,-17,,,15.8,45.4,2.9,,x
908-330,908-330,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-B, 8-9",Holocene,,3000,,Holocene,Post-Extinction,Survivor,5,C5,0.572,7.3,-17.9,,,15.4,44.4,2.9,,x
908-3306,908-3306,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,29.37,-99.47,"zone 5, squareH-I, 4- 5",NA,,,,,,,1,F6,0.589,7.1,-19.4,,,15.1,43.8,2.9,,x
908-3310,908-3310,Small,Carnivore,Lynx,rufus,Lynx,sp.,17950,TMM,Kincaid Shelter,29.37,-99.47,"Zone 5, Square H-I, 4-5, #238",,,7000,,Holocene,Post-Extinction,Survivor,4,A9,0.55,8.6,-15.9,,,10.9,33.2,3,,x
908-3337,908-3337,Small,Carnivore,Taxidea,taxus,Taxidea,,7108,TMM,Kincaid Shelter,29.37,-99.47,"Zone 5, Square H-I, 4-5, #241",,,7000,,Holocene,Post-Extinction,Survivor,4,G6,0.591,9.1,-15.8,,,14.8,42.7,2.9,,x
908-3348,908-3348,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square C-D, 8-9, #391",Holocene,,3000,,Holocene,Post-Extinction,Survivor,5,C2,0.624,5.8,-20.4,,,15.3,45,2.9,question mark removed ,x
908-335,908-335,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-B, 8-9",,,3000,,Holocene,Post-Extinction,Survivor,5,F9,0.579,6,-19.9,,,15.4,43.8,2.8,,x
908-3364,908-3364,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square C-D, 8-9",,,3000,,Holocene,Post-Extinction,Survivor,5,F6,0.554,5.5,-10,,,15.8,43.5,2.8,,x
908-341,908-341,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,13406,TMM,Kincaid Shelter,29.37,-99.47,"Zone 5, Square A-B, 8-9",,,7000,,Holocene,Post-Extinction,Survivor,6,A5,0.564,11.4,-10.1,,,14.6,42.9,2.9,,x
908-343,908-343,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Kincaid Shelter,29.37,-99.47,NA,NA,,,,,,,1,F3,0.537,5.4,-10.8,,,14.9,44.4,3,,x
908-3432,908-3432,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square C-D, 7-8",,,3000,,Holocene,Post-Extinction,Survivor,4,E12,0.6,6.5,-19.3,,,15.1,43.9,2.9,,x
908-3438,908-3438,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Kincaid Shelter,29.37,-99.47,"Zone 5?6, Square C-D, 7-8",,,7000,,Holocene,Post-Extinction,Survivor,6,B2,0.519,6.7,-9.9,,,13.9,42.1,3,,x
908-3439,908-3439,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Kincaid Shelter,29.37,-99.47,"Zone 5?6, Square C-D, 7-8",,,7000,,Holocene,Post-Extinction,Survivor,5,H12,0.529,6,-19.4,,,14.9,43.7,2.9,,x
908-3465,908-3465,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,13406,TMM,Kincaid Shelter,29.37,-99.47,"Test Pit 4, #514",,,,,,,Survivor,4,D12,0.537,10.5,-8.3,,,15.7,45.4,2.9,,x
908-3469,908-3469,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,29.37,-99.47,Pleistocene - Rancholabrean,Holocene,,,,,,,2,B4,0.295,4.7,-19.5,,,15.7,46.2,2.9,,x
908-347,908-347,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,13406,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-B, 10-11, #319",,,3000,,Holocene,Post-Extinction,Survivor,6,A8,0.541,10.1,-10.4,,,14.6,43.6,3,,x
908-3474,908-3474,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Kincaid Shelter,29.37,-99.47,Test pit 5,NA,,,,,,,5,A11,0.544,7.2,-11.2,,,14.6,43.8,3,,x
908-3476,908-3476,Small,Carnivore,Lynx,rufus,Lynx,sp.,17950,TMM,Kincaid Shelter,29.37,-99.47,"ZONE 5, SQUARE A-B, 0-1",,,7000,,Holocene,Post-Extinction,Survivor,4,E5,0.55,10,-17.4,,,3.5,16.7,4.8,,x
908-3521,908-3521,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,13406,TMM,Kincaid Shelter,29.37,-99.47,"Zone 5, Square A-B, 0-1, #397",,,7000,,Holocene,Post-Extinction,Survivor,4,D1,0.511,12.6,-15.1,,,8.2,26.3,3.2,,x
908-3532,908-3532,,NA,NA,,,,,TMM,NA,,,NA,,,,,,,,4,E3,0.553,6.9,-17,,,15.2,45.5,3,,x
908-3591,908-3591,Large,Carnivore,Canis,sp.,Canis,sp.,37000,TMM,Kincaid Shelter,29.37,-99.47,"Zone 5?6, Square C-D, 1-2",,,7000,,Holocene,Post-Extinction,Survivor,4,G8,0.533,10.4,-15.8,,,10.7,37.9,3.5,,x
908-360,908-360,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-B, 10-11",,,3000,,Holocene,Post-Extinction,Survivor,4,A3,0.549,5.6,-19.9,,,13.5,40.4,3,,x
908-3614,908-3614,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,29.37,-99.47,"Zone 5?6, Square C-D, 5-6",Holocene,,7000,,Holocene,Post-Extinction,Survivor,5,A2,0.555,5.8,-20.4,,,16.2,45.8,2.8,,x
908-3622,908-3622,Small,Carnivore,Vulpes,sp.,Vulpes,sp.,4132,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square E-F, 2-3",,,3000,,Holocene,Post-Extinction,Survivor,4,F9,0.596,NA,NA,,,bdl,1.3,NA,,x
908-3627,908-3627,Large,Carnivore,Canis,sp.,Canis,sp.,13406,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square E-F, 2-3",,,3000,,Holocene,Post-Extinction,Survivor,5,G1,0.51,7.1,-16,,,15.1,42.8,2.8,,x
908-3689,908-3689,Large,Herbivore,Antilocapra,,Antilocapra,sp.,46083,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square E-F, 7-8",,,3000,,Holocene,Post-Extinction,Survivor,4,G4,0.523,6.1,-13.4,,,14.2,40.3,2.8,,x
908-3745,908-3745,Large,Herbivore,Antilocapra,,Antilocapra,sp.,46083,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-G, 6-7",,,3000,,Holocene,Post-Extinction,Survivor,4,D8,0.54,7,-19.9,,,15.8,44.7,2.8,,x
908-382,908-382,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,13406,TMM,Kincaid Shelter,29.37,-99.47,"zone 6, square G-H, 5-6",,,3000,,Holocene,Post-Extinction,Survivor,1,D12,0.506,9.6,-10.2,,,15.5,43.4,2.8,,x
908-3829,908-3829,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Kincaid Shelter,29.37,-99.47,"Zone 5?6, Square C-D, 5-6",Holocene,,7000,,Holocene,Post-Extinction,Survivor,5,A9,0.532,7.4,-19,,,15.7,45.8,2.9,,x
908-383,908-383,Large,Carnivore,Canis,familiaris,Canis,familiaris/latrans,13406,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square G-H, 5-6",,,3000,,Holocene,Post-Extinction,Survivor,4,E11,0.542,7.8,-14.5,,,14.3,44.5,3.1,,x
908-3832,908-3832,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-B, 1-2",,,3000,,Holocene,Post-Extinction,Survivor,5,H8,0.525,6.9,-17.7,,,15.6,43.7,2.8,,x
908-3833,908-3833,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,29.37,-99.47,Pleistocene - Rancholabrean,Holocene,,,,,,,2,B5,0.297,7.9,-19,,,15.8,44.8,2.8,,x
908-3837,908-3837,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square E-F, 3-4",,,3000,,Holocene,Post-Extinction,Survivor,4,E8,0.543,7.8,-18.3,,,15,43.6,2.9,,x
908-3839,908-3839,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square C-D, 7-8",,,3000,,Holocene,Post-Extinction,Survivor,5,C9,0.556,6.1,-17.1,,,15.5,44,2.8,,x
908-3841,908-3841,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Kincaid Shelter,29.37,-99.47,Test Pit 5,,,,,,,,5,E1,0.557,5.8,-8.5,,,15.1,43.8,2.9,,x
908-3850,908-3850,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Kincaid Shelter,29.37,-99.47,"Zone 6, Square A-G, 8-9",,,3000,,Holocene,Post-Extinction,Survivor,5,G7,0.593,6.2,-11.9,,,14.6,41.7,2.8,,x
908-3898,908-3898,Small,Carnivore,Taxidea,,Taxidea,,7108,TMM,Kincaid Shelter,29.37,-99.47,"Disturbed Fill, #505",,,,,,,Survivor,6,A9,0.549,11.7,-10.9,,,14.5,42.8,3,,x
