Sample.ID,Sample.ID2,Size,Diet,Genus,Species,Genus.modif,Species.modif,Body size,Museum.ID,Site.Name,Latitude,Longitude ,Level.Age,Age,age,age estimate,Note.age,Age.Category,Extinction level,Survivor,Tray,Tray.ID,Weight,d15N,d13C,d13C.enamel,d180.enamel,X.N,X.C,C.N,commnets,analyzed.at.UNM.publication
41229-17077,41229-17077,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,050-055,,,4093,,Holocene,Post-Extinction,Survivor,3,C8,0.542,4.1,-16.6,,,14.1,38.9,2.8,,x
41229-17078,41229-17078,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,050-055,,,4093,,Holocene,Post-Extinction,Survivor,3,G4,0.514,4.4,-21.3,,,14.9,43.6,2.9,,x
41229-17079,41229-17079,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,050-055,,,4093,,Holocene,Post-Extinction,Survivor,2,D11,0.578,5.9,-20,,,15.2,44.7,2.9,,x
41229-17081,41229-17081,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,050-055,,,4093,,Holocene,Post-Extinction,Survivor,2,D2,0.519,5.3,-19.1,,,13.5,39.9,2.9,,x
41229-17083,41229-17083,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,050-055,,,4093,,Holocene,Post-Extinction,Survivor,2,F1,0.515,4,-17.1,,,14.3,42.7,3,,x
41229-17084,41229-17084,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,050-055,,,4093,,Holocene,Post-Extinction,Survivor,3,G1,0.534,4.7,-21.2,,,14.5,42.8,2.9,,x
41229-17086,41229-17086,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,050-055,,,4093,,Holocene,Post-Extinction,Survivor,3,B1,0.519,5.6,-17,,,14.4,40.7,2.8,,x
41229-17087,41229-17087,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,050-055,,,4093,,Holocene,Post-Extinction,Survivor,3,D7,0.561,7.6,-18.6,,,14.8,42.1,2.8,,x
41229-17089,41229-17089,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,050-055,,,4093,,Holocene,Post-Extinction,Survivor,2,E6,0.563,7.8,-16.7,,,14.7,42.7,2.9,,x
41229-17091,41229-17091,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,050-055,,,4093,,Holocene,Post-Extinction,Survivor,2,H11,0.566,4,-17.4,,,14.9,43.5,2.9,,x
41229-17108,41229-17108,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,055-060,,,4422,,Holocene,Post-Extinction,Survivor,3,F1,0.58,6.8,-9.9,,,9.5,28.6,3,,x
41229-17116,41229-17116,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,055-060,,,4422,,Holocene,Post-Extinction,Survivor,2,B11,0.574,4.8,-17.9,,,14.7,42.4,2.9,,x
41229-17118,41229-17118,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,055-060,,,4422,,Holocene,Post-Extinction,Survivor,2,D3,0.567,5.5,-17.5,,,15.2,44.5,2.9,,x
41229-17118,41229-17118,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,055-060,,,4422,,Holocene,Post-Extinction,Survivor,2,D3,0.567,5.5,-17.5,,,15.2,44.5,2.9,,x
41229-17119,41229-17119,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,055-060,,,4422,,Holocene,Post-Extinction,Survivor,3,F7,0.526,6.2,-12.2,,,11.6,34.9,3,,x
41229-17120,41229-17120,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,055-060,,,4422,,Holocene,Post-Extinction,Survivor,2,F5,0.599,4,-17.5,,,15.8,44.7,2.8,,x
41229-17122,41229-17122,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,055-060,,,4422,,Holocene,Post-Extinction,Survivor,3,F6,0.565,4.2,-20.4,,,16,44.9,2.8,,x
41229-17123,41229-17123,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,055-060,,,4422,,Holocene,Post-Extinction,Survivor,3,F11,0.56,4.9,-14.3,,,15,43.1,2.9,,x
41229-17129,41229-17129,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,055-060,,,4422,,Holocene,Post-Extinction,Survivor,2,F8,0.519,6,-15.4,,,15.2,43.3,2.8,,x
41229-17131,41229-17131,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,055-060,,,4422,,Holocene,Post-Extinction,Survivor,2,B4,0.587,4.6,-16.9,,,15.8,46.3,2.9,,x
41229-17137,41229-17137,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,060-065,,,4751,,Holocene,Post-Extinction,Survivor,2,D12,0.542,4.6,-16,,,14.4,42,2.9,,x
41229-17138,41229-17138,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,060-065,,,4751,,Holocene,Post-Extinction,Survivor,3,G12,0.58,6.1,-14.6,,,14.9,43.2,2.9,,x
41229-17142,41229-17142,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,060-065,,,4751,,Holocene,Post-Extinction,Survivor,2,G1,0.567,3.8,-17.9,,,14.5,42.2,2.9,,x
41229-17143,41229-17143,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,060-065,,,4751,,Holocene,Post-Extinction,Survivor,3,B12,0.536,6.6,-13.1,,,13.6,40.2,3,,x
41229-17144,41229-17144,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,060-065,,,4751,,Holocene,Post-Extinction,Survivor,3,C7,0.538,4.1,-13.5,,,11.6,35.6,3.1,,x
41229-17146,41229-17146,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,060-065,,,4751,,Holocene,Post-Extinction,Survivor,2,A11,0.536,4.4,-21.5,,,15.7,45.4,2.9,,x
41229-17147,41229-17147,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,060-065,,,4751,,Holocene,Post-Extinction,Survivor,2,H7,0.548,5.1,-15.2,,,15.2,44.3,2.9,,x
41229-17151,41229-17151,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,060-065,,,4751,,Holocene,Post-Extinction,Survivor,3,D5,0.553,5,-17.9,,,14.7,42.2,2.9,,x
41229-17154,41229-17154,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,060-065,,,4751,,Holocene,Post-Extinction,Survivor,2,G9,0.576,6,-17.9,,,15.6,45.7,2.9,,x
41229-17156,41229-17156,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,060-065,,,4751,,Holocene,Post-Extinction,Survivor,3,G9,0.511,5,-21.6,,,16.5,48.2,2.9,,x
41229-17157,41229-17157,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,060-065,,,4751,,Holocene,Post-Extinction,Survivor,3,D12,0.585,4.9,-18.2,,,15.3,41.9,2.7,,x
41229-17159,41229-17159,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,060-065,,,4751,,Holocene,Post-Extinction,Survivor,3,C11,0.565,4.3,-19.4,,,16,43.2,2.7,,x
41229-17170,41229-17170,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,070-075,,,5410,,Holocene,Post-Extinction,Survivor,2,F4,0.586,5,-16.1,,,15.3,43.5,2.8,,x
41229-17171,41229-17171,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,070-075,,,5410,,Holocene,Post-Extinction,Survivor,3,A7,0.537,6.9,-21.1,,,13.8,41.6,3,,x
41229-17172,41229-17172,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,070-075,,,5410,,Holocene,Post-Extinction,Survivor,2,G6,0.593,5.7,-18,,,12,36.4,3,,x
41229-17173,41229-17173,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,070-075,,,5410,,Holocene,Post-Extinction,Survivor,2,A1,0.552,3.2,-18.2,,,13.3,39.2,2.9,,x
41229-17174,41229-17174,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,070-075,,,5410,,Holocene,Post-Extinction,Survivor,2,E7,0.531,5.2,-15.8,,,13.4,41.3,3.1,,x
41229-17176,41229-17176,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,075-080,,,5739,,Holocene,Post-Extinction,Survivor,3,E9,0.587,6.6,-17.6,,,13.8,39.9,2.9,,x
41229-17177,41229-17177,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,075-080,,,5739,,Holocene,Post-Extinction,Survivor,2,E1,0.533,6,-13.2,,,14.6,42.1,2.9,,x
41229-17179,41229-17179,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,075-080,,,5739,,Holocene,Post-Extinction,Survivor,3,C12,0.521,5.4,-17,,,16.3,43.3,2.7,,x
41229-17187,41229-17187,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,075-080,,,5739,,Holocene,Post-Extinction,Survivor,2,A4,0.578,4.2,-12.9,,,15,42.4,2.8,,x
41229-17191,41229-17191,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,080-085,,,6069,,Holocene,Post-Extinction,Survivor,3,B8,0.515,4.5,-19.1,,,13.4,38.2,2.9,,x
41229-17220,41229-17220,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,085-090,,,6398,,Holocene,Post-Extinction,Survivor,3,D4,0.537,7,-11.3,,,15.7,42.4,2.7,,x
41229-17221,41229-17221,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,085-090,,,6398,,Holocene,Post-Extinction,Survivor,3,D2,0.538,7.3,-20.5,,,15.5,42.5,2.7,,x
41229-17230,41229-17230,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,090-095,,,6728,,Holocene,Post-Extinction,Survivor,2,H12,0.562,4.8,-17.2,,,14.3,43.9,3.1,,x
41229-17231,41229-17231,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,090-095,,,6728,,Holocene,Post-Extinction,Survivor,2,D10,0.514,6,-15.4,,,15.7,45.8,2.9,,x
41229-17232,41229-17232,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,090-095,,,6728,,Holocene,Post-Extinction,Survivor,2,F9,0.507,6.2,-21.4,,,12.1,36.5,3,,x
41229-17233,41229-17233,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,090-095,,,6728,,Holocene,Post-Extinction,Survivor,3,A9,0.527,5.7,-15.4,,,14.3,41.7,2.9,,x
41229-17234,41229-17234,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,090-095,,,6728,,Holocene,Post-Extinction,Survivor,3,C9,0.544,4.7,-17,,,15.7,43.8,2.8,,x
41229-17235,41229-17235,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,090-095,,,6728,,Holocene,Post-Extinction,Survivor,3,G3,0.571,6.2,-17.8,,,13.4,40.3,3,,x
41229-17236,41229-17236,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,090-095,,,6728,,Holocene,Post-Extinction,Survivor,2,A8,0.559,6.9,-14.9,,,15.2,43.9,2.9,,x
41229-17239,41229-17239,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,095-100,,,7057,,Holocene,Post-Extinction,Survivor,3,D9,0.602,5.2,-22.3,,,11.9,35.3,3,,x
41229-17244,41229-17244,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,095-100,,,7057,,Holocene,Post-Extinction,Survivor,3,F4,0.549,5.5,-18.5,,,15.2,43.5,2.9,,x
41229-17246,41229-17246,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,095-100,,,7057,,Holocene,Post-Extinction,Survivor,3,A2,0.546,5.2,-16.8,,,14.9,43.1,2.9,,x
41229-17247,41229-17247,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,095-100,,,7057,,Holocene,Post-Extinction,Survivor,2,A6,0.516,4.3,-16.5,,,15.2,44.3,2.9,,x
41229-17248,41229-17248,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,095-100,,,7057,,Holocene,Post-Extinction,Survivor,2,E5,0.548,6.1,-22.2,,,14,41.8,3,,x
41229-17254,41229-17254,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,100-105,,,7386,,Holocene,Post-Extinction,Survivor,2,C1,0.584,5.3,-17.9,,,15.6,44.6,2.9,,x
41229-17255,41229-17255,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,100-105,,,7386,,Holocene,Post-Extinction,Survivor,3,F9,0.541,7.8,-16.8,,,13.9,40.8,2.9,,x
41229-17256,41229-17256,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,100-105,,,7386,,Holocene,Post-Extinction,Survivor,3,H1,0.519,5,-18.1,,,11.7,36.2,3.1,,x
41229-17270,41229-17270,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,105-110,,,7716,,Holocene,Post-Extinction,Survivor,3,B3,0.524,6.3,-20.8,,,10,28.8,2.9,,x
41229-17271,41229-17271,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,105-110,,,7716,,Holocene,Post-Extinction,Survivor,3,C3,0.565,6.5,-19.3,,,14.5,41.6,2.9,,x
41229-17272,41229-17272,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,105-110,,,7716,,Holocene,Post-Extinction,Survivor,2,E2,0.592,7.5,-18.5,,,13.5,39.1,2.9,,x
41229-17276,41229-17276,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,110-115,,,8045,,Holocene,Post-Extinction,Survivor,2,B2,0.554,5.7,-18,,,16.5,46.3,2.8,,x
41229-17278,41229-17278,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,110-115,,,8045,,Holocene,Post-Extinction,Survivor,2,G3,0.539,3.8,-20.9,,,15.8,44.3,2.8,,x
41229-17280,41229-17280,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,110-115,,,8045,,Holocene,Post-Extinction,Survivor,3,G2,0.495,4.5,-15,,,13.3,38.5,2.9,,x
41229-17284,41229-17284,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,110-115,,,8045,,Holocene,Post-Extinction,Survivor,3,E7,0.581,5.6,-14.7,,,15.7,44,2.8,,x
41229-17285,41229-17285,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,110-115,,,8045,,Holocene,Post-Extinction,Survivor,3,E11,0.576,5.6,-20.4,,,14.3,41.8,2.9,,x
41229-17286,41229-17286,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,110-115,,,8045,,Holocene,Post-Extinction,Survivor,2,D9,0.525,5.1,-12.1,,,14.9,43.6,2.9,,x
41229-17287,41229-17287,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,110-115,,,8045,,Holocene,Post-Extinction,Survivor,3,D6,0.551,6.7,-16.4,,,16,44.4,2.8,,x
41229-17289,41229-17289,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,115-120,,,8375,,Holocene,Post-Extinction,Survivor,2,B10,0.574,5.8,-18.8,,,14.8,43,2.9,,x
41229-17290,41229-17290,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,115-120,,,8375,,Holocene,Post-Extinction,Survivor,2,H5,0.591,6.2,-18.3,,,14.8,43.3,2.9,,x
41229-17291,41229-17291,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,115-120,,,8375,,Holocene,Post-Extinction,Survivor,2,C3,0.55,6.1,-16.3,,,15.8,45.8,2.9,,x
41229-17295,41229-17295,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,115-120,,,8375,,Holocene,Post-Extinction,Survivor,3,E6,0.528,5.5,-14.2,,,14.5,41.5,2.9,,x
41229-17296,41229-17296,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,115-120,,,8375,,Holocene,Post-Extinction,Survivor,2,E12,0.545,6.3,-20.1,,,12.3,36.6,3,,x
41229-17308,41229-17308,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,120-125,,,8704,,Holocene,Post-Extinction,Survivor,2,E8,0.541,5.6,-22.3,,,15.1,43.8,2.9,,x
41229-17309,41229-17309,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,120-125,,,8704,,Holocene,Post-Extinction,Survivor,2,G11,0.549,5.9,-16.9,,,15.6,42.9,2.8,,x
41229-17310,41229-17310,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,120-125,,,8704,,Holocene,Post-Extinction,Survivor,2,G10,0.541,5.8,-16.4,,,15,44.4,3,,x
41229-17311,41229-17311,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,120-125,,,8704,,Holocene,Post-Extinction,Survivor,3,A4,0.589,6,-15.8,,,15.1,44.8,3,,x
41229-17314,41229-17314,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,120-125,,,8704,,Holocene,Post-Extinction,Survivor,2,F11,0.584,5.1,-18,,,15.9,44.3,2.8,,x
41229-17316,41229-17316,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,120-125,,,8704,,Holocene,Post-Extinction,Survivor,2,C10,0.584,7.1,-12.1,,,13.1,38.2,2.9,,x
41229-17318,41229-17318,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,125-130,,,9033,,Holocene,Post-Extinction,Survivor,2,A10,0.527,5.8,-16.9,,,16.1,44.8,2.8,,x
41229-17325,41229-17325,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,125-130,,,9033,,Holocene,Post-Extinction,Survivor,3,B11,0.528,6.7,-19.1,,,14.9,42.1,2.8,,x
41229-17327,41229-17327,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,125-130,,,9033,,Holocene,Post-Extinction,Survivor,2,H8,0.507,4.7,-21.8,,,11.8,35,3,,x
41229-17330,41229-17330,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,125-130,,,9033,,Holocene,Post-Extinction,Survivor,2,E11,0.582,4.7,-16.3,,,16.1,44.2,2.8,,x
41229-17379,41229-17379,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,135-140,,,9692,,Holocene,Post-Extinction,Survivor,2,F6,0.543,6.8,-21.7,,,14.9,43.4,2.9,,x
41229-17383,41229-17383,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,135-140,,,9692,,Holocene,Post-Extinction,Survivor,2,E4,0.529,4.3,-21.2,,,9.6,29.5,3.1,,x
41229-17385,41229-17385,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,135-140,,,9692,,Holocene,Post-Extinction,Survivor,3,A11,0.57,7.5,-22.4,,,14.4,41.2,2.9,,x
41229-17386,41229-17386,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,135-140,,,9692,,Holocene,Post-Extinction,Survivor,3,F12,0.527,6.1,-20.3,,,15.3,43.6,2.9,,x
41229-17387,41229-17387,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,135-140,,,9692,,Holocene,Post-Extinction,Survivor,3,B7,0.55,7.1,-20.2,,,14.5,42.3,2.9,,x
41229-17389,41229-17389,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,135-140,,,9692,,Holocene,Post-Extinction,Survivor,3,C5,0.582,6.4,-15.3,,,15.1,41.9,2.8,,x
41229-17391,41229-17391,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,135-140,,,9692,,Holocene,Post-Extinction,Survivor,2,G2,0.555,7.3,-21.5,,,15.1,43,2.9,,x
41229-17392,41229-17392,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,135-140,,,9692,,Holocene,Post-Extinction,Survivor,3,E10,0.569,6.4,-20.8,,,15.5,44.3,2.9,,x
41229-17411,41229-17411,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,145-150,,,10351,,Holocene,Pre-Extinction,Survivor,2,H10,0.512,4,-21.9,,,8.1,25.2,3.1,,x
41229-17412,41229-17412,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,145-150,,,10351,,Holocene,Pre-Extinction,Survivor,2,B3,0.495,6.8,-22.7,,,12.5,36.6,2.9,,x
41229-17413,41229-17413,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,145-150,,,10351,,Holocene,Pre-Extinction,Survivor,3,E3,0.562,6.8,-21.2,,,11.7,33.8,2.9,,x
41229-17414,41229-17414,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,145-150,,,10351,,Holocene,Pre-Extinction,Survivor,3,E1,0.514,6.9,-22.8,,,10.9,31.8,2.9,,x
41229-17415,41229-17415,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,145-150,,,10351,,Holocene,Pre-Extinction,Survivor,2,F3,0.536,6.3,-22.4,,,11.6,35.2,3,,x
41229-17416,41229-17416,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,145-150,,,10351,,Holocene,Pre-Extinction,Survivor,3,F8,0.587,4.9,-18,,,11.4,34,3,,x
41229-17417,41229-17417,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,145-150,,,10351,,Holocene,Pre-Extinction,Survivor,3,B4,0.575,6.1,-21,,,6.1,18.4,3,,x
41229-17418,41229-17418,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,145-150,,,10351,,Holocene,Pre-Extinction,Survivor,2,B6,0.575,4,-19.1,,,14,40.3,2.9,,x
41229-17421,41229-17421,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,145-150,,,10351,,Holocene,Pre-Extinction,Survivor,2,D7,0.526,5.6,-11.9,,,15,43.8,2.9,,x
41229-17422,41229-17422,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,145-150,,,10351,,Holocene,Pre-Extinction,Survivor,2,C7,0.595,4,-18.8,,,13.8,40.3,2.9,,x
41229-17451,41229-17451,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,155-160,,,11010,,Holocene,Pre-Extinction,Survivor,2,C8,0.582,4.8,-21.3,,,14.7,42.7,2.9,,x
41229-17453,41229-17453,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,155-160,,,11010,,Holocene,Pre-Extinction,Survivor,2,H3,0.554,6.5,-20.9,,,10.4,31.6,3,,x
41229-17454,41229-17454,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,155-160,,,11010,,Holocene,Pre-Extinction,Survivor,3,A8,0.594,7,-19.1,,,10.8,31.7,2.9,,x
41229-17457,41229-17457,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,155-160,,,11010,,Holocene,Pre-Extinction,Survivor,3,C6,0.529,5.9,-16.5,,,14.2,39.3,2.8,,x
41229-17459,41229-17459,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,155-160,,,11010,,Holocene,Pre-Extinction,Survivor,3,G11,0.518,5.3,-16.2,,,10.8,31.4,2.9,,x
41229-17510,41229-17510,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,175-180,,,12327,,Pleistocene,Pre-Extinction,Survivor,3,B6,0.505,4.7,-12.8,,,15.3,44.2,2.9,,x
