Sample.ID,Sample.ID2,Size,Diet,Genus,Species,Genus.modif,Species.modif,Group,Body size,Museum.ID,Site.Name,Latitude,Longitude ,Cluster,Cluster.2,Level.Age,Age,age,age estimate,Note.age,Age.Category,Extinction level,Survivor,Trophic level,Tray,Tray.ID,Weight,d15N,d13C,d13C.enamel,d180.enamel,d.180.enamelVPD,X.N,X.C,C.N,commnets,analyzed.at.UNM.publication,Amino Acid 
41229-9951,41229-9951,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,Canidae,13406,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,110-115,,,8045,,Holocene,Post-Extinction,Survivor,Post extinction carn,1,A11,0.67,9.7,-13.1,,,,16,43.4,2.7,,x,X
41229-10357,41229-10357,Large,Carnivore,Canis,familiaris,Canis,familiaris/latrans,Canidae,13406,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,130-135,,,9363,,Holocene,Post-Extinction,Survivor,Post extinction carn,1,D2,0.69,13.4,-15,,,,15.6,43.7,2.8,,x,
41229-6561,41229-6561,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,Canidae,13406,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,145-150,,,10351,,Holocene,Pre-Extinction,Survivor,Pre extinction carn,1,A6,0.692,7.9,-16.6,,,,15.7,43.2,2.8,,x,X
41229-6562,41229-6562,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,Canidae,13406,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,145-150,,,10351,,Holocene,Pre-Extinction,Survivor,Pre extinction carn,1,D3,0.64,7.5,-15.9,,,,15.5,43.5,2.8,,x,
41229-294,41229-294,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,Canidae,13406,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,150-165,,,10680,,Holocene,Pre-Extinction,Survivor,Pre extinction carn,1,A3,0.647,10.6,-16.1,,,,15.8,43.2,2.7,,x,X
41229-11094,41229-11094,Large,Carnivore,Canis,cf. latrans,Canis,familiaris/latrans,Canidae,13406,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,195-200,,,13645,,Pleistocene,Pre-Extinction,Survivor,Pre extinction carn,1,A1,0.514,12.3,-11.9,,,,15.9,43.5,2.7,,x,
220-36,220-36,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,Canidae,13406,TMM,Jess Cox Ranch,,,,,,,,,,Holocene,Post-Extinction,Survivor,Post extinction carn,1,D11,0.577,8.4,-16.4,,,,13.4,39.7,3,,x,
43202-5,43202-5,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,Canidae,13406,TMM,Ranny Creek Cave,,,,,"General midden, amature backdirt piles",,,5000,,Holocene,Post-Extinction,Survivor,Post extinction carn,1,B10,0.555,7.5,-17.1,,,,15.7,43.2,2.8,,x,
43202-79,43202-79,Large,Carnivore,Canis,familiaris,Canis,familiaris/latrans,Canidae,13406,TMM,Ranny Creek Cave,,,,,Lower part excavated summer 1930,,,5000,,Holocene,Post-Extinction,Survivor,Post extinction carn,1,F1,0.513,8.3,-19.1,,,,14.8,45.3,3.1,,x,
43202-77,43202-77,Large,Carnivore,Canis,familiaris,Canis,familiaris/latrans,Canidae,13406,TMM,Ranny Creek Cave,,,,,Lower part excavated summer 1930,,,5000,,Holocene,Post-Extinction,Survivor,Post extinction carn,1,D10,0.411,8.4,-19.1,,,,13.6,44.5,3.3,,x,
43202-73,43202-73,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,Canidae,13406,TMM,Ranny Creek Cave,,,,,Lower part excavated summer 1930,,,5000,,Holocene,Post-Extinction,Survivor,Post extinction carn,1,E12,0.5,9.7,-19.2,,,,13.7,44.7,3.3,,x,
43202-43,43202-43,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,Canidae,13406,TMM,Ranny Creek Cave,,,,,"Upper Part, 16"" - 36""",,,5000,,Holocene,Post-Extinction,Survivor,Post extinction carn,1,E11,0.355,8.1,-14.6,,,,16.1,43.7,2.7,,x,
43481-4,43481-4,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,Canidae,13406,TMM,W. Culp Site,,,,,"Trench #2, 15"" - 52"" ",,,,,,,Survivor,,1,F2,0.385,8.6,-12.3,,,,15.7,44.6,2.8,,x,
892-256,892-256,Large,Carnivore,Canis,lupus,Canis,lupus,Canidae,37000,TMM,Lubbock Lake,33.62,-101.89,Cluster 4,Cluster 3,?Shed 5,,,,,,,Survivor,,5,F3,0.517,10.1,-11.9,,,,13,38.8,3,,x,
43133-232,43133-232,Large,Carnivore,Canis,lupus,Canis,lupus,Canidae,37000,TMM,Bering Sinkhole,29.76,-98.77,Cluster 5,Cluster 4,"NW Pit, level 2",,,4950,,Holocene,Post-Extinction,Survivor,Post extinction carn,1,F5,0.51,10.1,-10.4,,,,13.6,40,2.9,,x,
43133-236,43133-236,Large,Carnivore,Canis,lupus,Canis,lupus,Canidae,37000,TMM,Bering Sinkhole,29.76,-98.77,Cluster 5,Cluster 4,,,,4950,,Holocene,Post-Extinction,Survivor,Post extinction carn,1,F3,0.581,9.9,-9.5,,,,16.1,43.4,2.7,,x,
41229-700,41229-700,Large,Carnivore,Canis,lupus,Canis,lupus,Canidae,13406,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,010-015,,,1458,,Holocene,Post-Extinction,Survivor,Post extinction carn,1,D9,0.586,10.4,-9.4,,,,15.3,42.4,2.8,,x,
41229-15781,41229-15781,Large,Carnivore,Canis,lupus (?),Canis,lupus,Canidae,37000,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,065-070,,,5081,,Holocene,Post-Extinction,Survivor,Post extinction carn,1,C1,0.518,6.3,-17.7,,,,15.2,43.4,2.9,,x,
41229-3743,41229-3743,Large,Carnivore,Canis,lupus (?),Canis,lupus,Canidae,37000,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,190-195,,,13315,,Pleistocene,Pre-Extinction,Survivor,Pre extinction carn,1,B12,0.611,12.6,-16.5,,,,15.2,43.1,2.8,,x,
41229-12042,41229-12042,Large,Carnivore,Canis,lupus,Canis,lupus,Canidae,37000,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,,,,,,,,Survivor,,1,B4,0.58,10.9,-10.6,,,,15.3,43.6,2.9,,x,
31141-63,31141-63,Large,Herbivore,Capromeryx,,Capromeryx,sp.,Capromeryx,,TMM,Aransas river,28.070491,-97.225472,Cluster 3,Cluster 2,,,,,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-18.64,-11.84,29.56,-1.261082979,,,0,,Uark,
30967-219,30967-219,Large,Herbivore,Cuvieronius,sp.,Cuvieronius,sp.,,,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,molar,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-14.2,-7.4,29.3,-1.513,,,0,,Yann et al 2016,
SMP-60731,SMP-60731,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,SMP,Ben Franklin,33.37,-95.75,Cluster 2,Cluster 1,,,,10317.5,used mid-point age,Holocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-13.11,-6.31,28.83,-1.97,,,0,,Koch.2004,
SMP-61245,SMP-61245,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,SMP,Ben Franklin,33.37,-95.75,Cluster 2,Cluster 1,,,,10317.5,used mid-point age,Holocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-12.85,-6.05,28.62,-2.17,,,0,,Koch.2004,
SMP-61236,SMP-61236,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,SMP,Ben Franklin,33.37,-95.75,Cluster 2,Cluster 1,,,,10317.5,used mid-point age,Holocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.31,-3.51,27.11,-3.64,,,0,,Koch.2004,
SMP-61246,SMP-61246,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,SMP,Ben Franklin,33.37,-95.75,Cluster 2,Cluster 1,,,,10317.5,used mid-point age,Holocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.69,-2.89,31.59,0.71,,,0,,Koch.2004,
SMP-60827,SMP-60827,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,SMP,Clear Creek,33.25,-97,Cluster 2,Cluster 1,,,,28840,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-13.89,-7.09,27.79,-2.98,,,0,,Koch.2004,
SMP-60382ms,SMP-60382ms,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,SMP,Clear Creek,33.25,-97,Cluster 2,Cluster 1,,,,28840,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-12.68,-5.88,29.55,-1.27,,,0,,Koch.2004,
SMP-60531,SMP-60531,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,SMP,Clear Creek,33.25,-97,Cluster 2,Cluster 1,,,,28840,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-12.11,-5.31,30.37,-0.48,,,0,,Koch.2004,
SMP-60840,SMP-60840,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,SMP,Clear Creek,33.25,-97,Cluster 2,Cluster 1,,,,28840,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-11.54,-4.74,32.28,1.38,,,0,,Koch.2004,
SMP-60442,SMP-60442,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,SMP,Coppell,32.95,-97,Cluster 2,Cluster 1,,,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-11.38,-4.58,30.57,-0.28,,,0,,Koch.2004,
SMP-60292,SMP-60292,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,SMP,Coppell,32.95,-97,Cluster 2,Cluster 1,,,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-11.12,-4.32,29.91,-0.92,,,0,,Koch.2004,
SMP-60188,SMP-60188,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,SMP,Moore.Pit,32.733333,-96.733333,Cluster 2,Cluster 1,,,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-14.24,-7.44,30.82,-0.04,,,0,,Koch.2004,
SMP-60124,SMP-60124,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,SMP,Moore.Pit,32.733333,-96.733333,Cluster 2,Cluster 1,,,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-13.26,-6.46,28.69,-2.11,,,0,,Koch.2004,
SMP-60240,SMP-60240,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,SMP,Moore.Pit,32.733333,-96.733333,Cluster 2,Cluster 1,,,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-11.76,-4.96,30.15,-0.69,,,0,,Koch.2004,
SMP-60855,SMP-60855,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,SMP,Moore.Pit,32.733333,-96.733333,Cluster 2,Cluster 1,,,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-11.73,-4.93,30.17,-0.67,,,0,,Koch.2004,
SMP-60130,SMP-60130,Large,Herbivore,Equus,midlandensis,Equus,sp.,Equus,400000,SMP,Moore.Pit,32.733333,-96.733333,Cluster 2,Cluster 1,,,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.73,-3.93,31.98,1.09,,,0,,Koch.2004,
TMM-31030-28,31030-28,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Valley Farms,32.25,-96.25,Cluster 2,Cluster 1,,,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-13.69,-6.89,31.07,0.2,,,0,,Koch.2004,
TMM-31030-27,31030-27,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Valley Farms,32.25,-96.25,Cluster 2,Cluster 1,,,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-12.66,-5.86,28.28,-2.5,,,0,,Koch.2004,
no-number,no-number,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,SMNH,Waco Mammoth Site,31.6,-97.183333,Cluster 1,Cluster 1,,,,28000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-11.52,-4.72,30.34,-0.5,,,0,,Koch.2004,
30967-051,30967-051,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,fragment,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.9,-3.1,26.9,-3.841,,,0,,Yann et al 2016,
30967-225,30967-225,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,fragment,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.2,-1.4,30.4,-0.446,,,0,,Yann et al 2016,
30967-229,30967-229,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,fragment,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.1,-1.3,30.4,-0.446,,,0,,Yann et al 2016,
30967-76,30967-76,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,fragment,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.8,-1,29,-1.804,,,0,,Yann et al 2016,
30967-518,30967-518,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,fragment,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.7,-0.9,30.3,-0.543,,,0,,Yann et al 2016,
30967-226,30967-226,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,fragment,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.6,-0.8,27.6,-3.162,,,0,,Yann et al 2016,
30967-1540,30967-1540,Large,Herbivore,Equus,sp2 (Felisa),Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,Late Pleistocene,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.18,-3.38,27.52,-3.240013193,,,0,,Uark,
30967-2140,30967-2140,Large,Herbivore,Equus,,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,Late Pleistocene,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.7,-1.9,,-3.2,,,0,,x,
30967-2235,30967-2235,Large,Herbivore,Equus,complicatus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,Late Pleistocene (Pit #1),,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.1,-3.3,,0.2,,,0,,x,
30967-937,30967-937,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,lm3,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.7,-2.9,30.4,-0.446,,,0,,Yann et al 2016,
30967-230,30967-230,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,LP or M,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8,-1.2,31.3,0.427,,,0,,Yann et al 2016,
30967-487,30967-487,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,LP4,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.5,-0.7,29,-1.804,,,0,,Yann et al 2016,
30967-642,30967-642,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,M2,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.6,-2.8,28.7,-2.095,,,0,,Yann et al 2016,
30967-454,30967-454,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,M3,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.3,-3.5,31.6,0.718,,,0,,Yann et al 2016,
30967-455,30967-455,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,M3,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.5,-0.7,29.7,-1.125,,,0,,Yann et al 2016,
30967-870,30967-870,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,Molar,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.2,-3.4,30.9,0.039,,,0,,Yann et al 2016,
30967-457,30967-457,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,rm3,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.8,-4,31.7,0.815,,,0,,Yann et al 2016,
30967-223,30967-223,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,rp,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.4,-0.6,26.9,-3.841,,,0,,Yann et al 2016,
30967-540,30967-540,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,RP4,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.2,-3.4,31.9,1.009,,,0,,Yann et al 2016,
30967-224,30967-224,Large,Herbivore,Equus,fraternus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,Pleistocene,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.6,-0.8,,,,,100,,"Cerling et al., 1999",
TMM-30967-974,30967-974,Large,Herbivore,Equus,fraternus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.78,-3.98,28.28,-2.5,,,0,,Koch.2004,
TMM-30967-241,30967-241,Large,Herbivore,Equus,complicatus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.49,-3.69,34.27,3.31,,,0,,Koch.2004,
TMM-30967-1870,30967-1870,Large,Herbivore,Equus,complicatus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.25,-3.45,30.89,0.03,,,0,,Koch.2004,
TMM-30967-1540,30967-1540,Large,Herbivore,Equus,pacificus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.16,-3.36,31.93,1.04,,,0,,Koch.2004,
TMM-30967-1051A,30967-1051A,Large,Herbivore,Equus,fraternus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.14,-3.34,26.75,-3.99,,,0,,Koch.2004,
TMM-30967-1642,30967-1642,Large,Herbivore,Equus,complicatus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.58,-2.78,28.74,-2.06,,,0,,Koch.2004,
TMM-30967-1051B,30967-1051B,Large,Herbivore,Equus,fraternus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.56,-2.76,26.97,-3.77,,,0,,Koch.2004,
TMM-30967-948,30967-948,Large,Herbivore,Equus,complicatus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.52,-2.72,28.27,-2.51,,,0,,Koch.2004,
TMM-30967-312,30967-312,Large,Herbivore,Equus,complicatus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.95,-2.15,29,-1.8,,,0,,Koch.2004,
TMM-30967-708,30967-708,Large,Herbivore,Equus,fraternus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.59,-1.79,28.43,-2.36,,,0,,Koch.2004,
TMM-30967-2225,30967-2225,Large,Herbivore,Equus,pacificus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.24,-1.44,30.37,-0.48,,,0,,Koch.2004,
TMM-30967-376A,30967-376A,Large,Herbivore,Equus,pacificus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.17,-1.37,29.1,-1.71,,,0,,Koch.2004,
TMM-30967-242,30967-242,Large,Herbivore,Equus,pacificus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.09,-1.29,30.83,-0.03,,,0,,Koch.2004,
TMM-30967-2229,30967-2229,Large,Herbivore,Equus,pacificus,Equus,sp.,Equus,400000,MSU,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.05,-1.25,30.36,-0.49,,,0,,Koch.2004,
TMM-30967-2230,30967-2230,Large,Herbivore,Equus,complicatus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.03,-1.23,31.31,0.44,,,0,,Koch.2004,
TMM-30967-379,30967-379,Large,Herbivore,Equus,complicatus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.8,-1,28.36,-2.43,,,0,,Koch.2004,
TMM-30967-36,30967-36,Large,Herbivore,Equus,fraternus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.78,-0.98,28.99,-1.81,,,0,,Koch.2004,
TMM-30967-1518,30967-1518,Large,Herbivore,Equus,pacificus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.69,-0.89,30.27,-0.57,,,0,,Koch.2004,
TMM-30967-2226,30967-2226,Large,Herbivore,Equus,pacificus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.64,-0.84,27.62,-3.14,,,0,,Koch.2004,
TMM-30967-376C,30967-376C,Large,Herbivore,Equus,pacificus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.64,-0.84,29.83,-1,,,0,,Koch.2004,
TMM-30967-2455,30967-2455,Large,Herbivore,Equus,complicatus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.54,-0.74,29.65,-1.17,,,0,,Koch.2004,
TMM-30967-1487,30967-1487,Large,Herbivore,Equus,pacificus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.52,-0.72,28.97,-1.83,,,0,,Koch.2004,
TMM-30967-376B,30967-376B,Large,Herbivore,Equus,pacificus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.49,-0.69,27.98,-2.79,,,0,,Koch.2004,
TMM-30967-2223,30967-2223,Large,Herbivore,Equus,fraternus,Equus,sp.,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.41,-0.61,26.92,-3.82,,,0,,Koch.2004,
TMM-937-738,937-738,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Blackwater Draw,34.23,-103.42,Cluster 4,Cluster 3,,,,15000,really rough estimate estimate since it is reported to be Post-LGM,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-13.12,-6.32,26.19,-4.53,,,0,,Koch.2004,
TMM-937-254,937-254,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Blackwater Draw,34.23,-103.42,Cluster 4,Cluster 3,,,,15000,really rough estimate estimate since it is reported to be Post-LGM,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-11.94,-5.14,27.9,-2.87,,,0,,Koch.2004,
MSU-1984,MSU-1984,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,MSU,Easely.Ranch,33.98,-99.85,Cluster 4,Cluster 3,,,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.86,-4.06,28.29,-2.49,,,0,,Koch.2004,
MSU-2000,MSU-2000,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,MSU,Easely.Ranch,33.98,-99.85,Cluster 4,Cluster 3,,,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.93,-3.13,29.22,-1.59,,,0,,Koch.2004,
MSU-1995,MSU-1995,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,MSU,Easely.Ranch,33.98,-99.85,Cluster 4,Cluster 3,,,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.06,-1.26,28.65,-2.14,,,0,,Koch.2004,
MSU-1671,MSU-1671,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,MSU,Howard Ranch,34.37,-99.75,Cluster 4,Cluster 3,,,,16775,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-14.31,-7.51,25.49,-5.21,,,0,,Koch.2004,
