Sample.ID,Sample.ID2,Size,Diet,Genus,Species,Genus.modif,Species.modif,Group,Body size,Museum.ID,Site.Name,Latitude,Longitude ,Cluster,Cluster.2,Level.Age,Age,age,age estimate,Note.age,Age.Category,Extinction level,Survivor,Trophic level,Tray,Tray.ID,Weight,d15N,d13C,d13C.enamel,d180.enamel,d.180.enamelVPD,X.N,X.C,C.N,commnets,analyzed.at.UNM.publication,Amino Acid 
MSU-3016,MSU-3016,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,MSU,Howard Ranch,34.37,-99.75,Cluster 4,Cluster 3,,,,16775,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.91,-3.11,27.98,-2.79,,,0,,Koch.2004,
MSU-2720,MSU-2720,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,MSU,Howard Ranch,34.37,-99.75,Cluster 4,Cluster 3,,,,16775,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.39,-2.59,29.91,-0.92,,,0,,Koch.2004,
MSU-1672,MSU-1672,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,MSU,Howard Ranch,34.37,-99.75,Cluster 4,Cluster 3,,,,16775,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-6.58,0.22,30.31,-0.53,,,0,,Koch.2004,
MSU-2819,MSU-2819,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Quitaque Creek,34.25,-100.5,Cluster 4,Cluster 3,,,,40000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.32,-2.52,27.7,-3.07,,,0,,Koch.2004,
MSU-2036,MSU-2036,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,MSU,Quitaque Creek,34.25,-100.5,Cluster 4,Cluster 3,,,,40000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.17,-1.37,27.05,-3.7,,,0,,Koch.2004,
43067-30,43067-30,Large,Herbivore,Equus,,Equus,sp.,Equus,400000,TMM,Avenue Site,30.25,-97.75,Cluster 1,Cluster 4,Travis ,,,15000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.8,-4,,-2.6,,,0,,x,
TMM-43067-29,43067-29,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Congress Avenue,30.25,-97.75,Cluster 1,Cluster 4,,,,17220,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-11.5,-4.7,29.58,-1.24,,,0,,Koch.2004,
TMM-43067-62,43067-62,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Congress Avenue,30.25,-97.75,Cluster 1,Cluster 4,,,,17220,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.68,-3.88,27.83,-2.94,,,0,,Koch.2004,
TMM-933-209B,933-209B,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.89,-4.09,28.32,-2.46,,,0,,Koch.2004,
TMM-933-209A,933-209A,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.69,-3.89,28.39,-2.4,,,0,,Koch.2004,
TMM-933-1284,933-1284,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.68,-3.88,28.49,-2.3,,,0,,Koch.2004,
933-1284,933-1284,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.1,-3.3,,-3,,,0,,x,
908-2466,908-2466,Large,Herbivore,Equus,,Equus,sp.,Equus,400000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,Disturbed Fill #214,,,,,Holocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.1,-1.3,,-1.9,,,0,,x,
908-2362,908-2362,Large,Herbivore,Equus,,Equus,sp.,Equus,400000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,material previously numbered -3865,Pleistocene,,,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,2,B3,0.292,NA,-27.7,,,,bdl,37.5,100,,x,
908-2358,908-2358,Large,Herbivore,Equus,,Equus,sp.,Equus,400000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,Uvalde,,,,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.5,-3.7,,-4.7,,,0,,x,
908-2310,908-2310,Large,Herbivore,Equus,,Equus,sp.,Equus,400000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 3, Square A-B, 1-2",,,13000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,4,F3,0.534,8.1,-20.2,,,,16.2,46.3,2.9,,x,
908-2334,908-2334,Large,Herbivore,Equus,,Equus,sp.,Equus,400000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 3, Square A-B, 3-4",,,13000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,5,G5,0.506,NA,NA,,,,bdl,1.8,100,,x,
908-2422,908-2422,Large,Herbivore,Equus,,Equus,sp.,Equus,400000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 3, Square A-G, 1-2",,,13000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-11.44,-4.64,28.32,-2.463962129,,,0,,Uark,
908-2364,908-2364,Large,Herbivore,Equus,,Equus,sp.,Equus,400000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 3, Square B-C, 2-3",,,13000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,4,G1,0.514,NA,NA,,,,bdl,2.1,100,,x,
908-2398,908-2398,Large,Herbivore,Equus,,Equus,sp.,Equus,400000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 3, Square B-C, 2-3",,,13000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,5,C2,0.57,NA,NA,,,,bdl,2.2,100,,x,
TMM-908-2422,908-2422,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,,,,13000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-12.24,-5.44,24.95,-5.73,,,0,,Koch.2004,
TMM-908-2436,908-2436,Large,Herbivore,Equus,sp.,Equus,sp.,Equus,400000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,,,,13000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.11,-2.31,31.02,0.16,,,0,,Koch.2004,
908-2331,908-2331,Large,Herbivore,Equus,,Equus,sp.,Equus,400000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,,,,13000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-11.5,-4.7,,-0.6,,,0,,x,
41229-520,41229-520,Large,Herbivore,Equus,,Equus,sp.,Equus,400000,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,NA,Pleistocene,13569,13569,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,1,H2,0.512,5.7,-13.8,,,,16,44.5,2.8,,x,
41229-10796,41229-10796,Large,Herbivore,Equus,,Equus,sp.,Equus,400000,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,Pit 1D/E,Holocene,11503.5,11503.5,,Holocene,Pre-Extinction,Extinct,Pre extinction herb,2,A6,0.286,7.9,-9.9,,,,16.3,44.8,2.7,,x,
41229-10798,41229-10798,Large,Herbivore,Equus,,Equus,sp.,Equus,400000,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,Pit 1D/E,Holocene,11503.5,11503.5,,Holocene,Pre-Extinction,Extinct,Pre extinction herb,2,A5,0.287,8.5,-10.5,,,,11.7,32.4,2.8,,x,
41229-10795,41229-10795,Large,Herbivore,Equus,,Equus,sp.,Equus,400000,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,,Pleistocene,14977,14977,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,2,A2,0.286,5.9,-15.1,,,,15.9,44,2.8,,x,
933-3387,933-3387,Large,Carnivore,Homotherium,serum,Homotherium,sp.,Felidae,189000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,,Pleistocene,Pre-Extinction,Extinct,Pre extinction carn,6,A3,0.51,14.3,-8.5,,,,11.1,35.7,3.2,,x,
933-2297,933-2297,Large,Carnivore,Homotherium,serum,Homotherium,sp.,Felidae,189000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,,Pleistocene,Pre-Extinction,Extinct,Pre extinction carn,4,G11,0.523,9.8,-22,,,,4.6,28.3,6.2,,x,
933-2149,933-2149,Large,Carnivore,Homotherium,serum,Homotherium,sp.,Felidae,189000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,,Pleistocene,Pre-Extinction,Extinct,Pre extinction carn,5,H11,0.586,NA,NA,,,,0.3,2.9,10,,x,
933-2084,933-2084,Large,Carnivore,Homotherium,serum,Homotherium,sp.,Felidae,189000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,,Pleistocene,Pre-Extinction,Extinct,Pre extinction carn,4,B10,0.521,NA,NA,,,,bdl,2.2,100,,x,
933-2110,933-2110,Large,Carnivore,Homotherium,serum,Homotherium,sp.,Felidae,189000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,"used midpoint of age from Koch, 2004",Pleistocene,Pre-Extinction,Extinct,Pre extinction carn,5,G4,0.545,NA,-28.3,,,,bdl,28.8,100,,x,
933-3934,933-3934,Large,Carnivore,Homotherium,serum,Homotherium,sp.,Felidae,189000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,,Pleistocene,Pre-Extinction,Extinct,Pre extinction carn,5,G8,0.538,NA,NA,,,,bdl,1.3,100,,x,
40450-584,40450-584,Small,Carnivore,Lynx,rufus,Lynx,sp.,Felidae,17950,TMM,Cave Without A Name,29.88,-98.62,Cluster 5,Cluster 4,Pleistocene,,,13000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction carn,4,C2,0.556,7.4,-19.5,,,,14,40.8,2.9,,x,
40450-1607,40450-1607,Small,Carnivore,Lynx,rufus,Lynx,sp.,Felidae,17950,TMM,Cave Without A Name,29.88,-98.62,Cluster 5,Cluster 4,Pleistocene,,,13000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction carn,6,B3,0.524,6.3,-18.2,,,,13.1,39.1,3,,x,
40450-1604,40450-1604,Small,Carnivore,Lynx,rufus,Lynx,sp.,Felidae,17950,TMM,Cave Without A Name,29.88,-98.62,Cluster 5,Cluster 4,Pleistocene (disturbed),,,13000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction carn,4,F4,0.549,6.2,-18.1,,,,15.8,45.3,2.9,,x,
40450-617,40450-617,Small,Carnivore,Lynx,rufus,Lynx,sp.,Felidae,17950,TMM,Cave Without A Name,29.88,-98.62,Cluster 5,Cluster 4,,,,13000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction carn,5,E10,0.536,5.7,-17.8,,,,12.7,37.4,2.9,,x,
933-3916,933-3916,Small,Carnivore,Lynx,rufus,Lynx,sp.,Felidae,17950,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,,Pleistocene,Pre-Extinction,Extinct,Pre extinction carn,4,F7,0.558,8.5,-15,,,,9.7,27.8,2.9,,x,
908-4179,908-4179,Small,Carnivore,Lynx,rufus,Lynx,sp.,Felidae,17950,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,disturbed fill #169,,,,,,,Survivor,,5,E12,0.589,7.9,-17.6,,,,15.8,44.1,2.8,,x,
908-3931,908-3931,Small,Carnivore,Lynx,rufus,Lynx,sp.,Felidae,17950,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,disturbed fill #170,,,,,,,Survivor,,6,B4,0.529,10.1,-12.8,,,,14.8,43.6,2.9,,x,
908-4181,908-4181,Small,Carnivore,Lynx,rufus,Lynx,sp.,Felidae,17950,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,disturbed fill #173,,,,,,,Survivor,,4,A7,0.58,10.6,-15.3,,,,13.7,44.4,3.2,,x,
908-4184,908-4184,Small,Carnivore,Lynx,rufus,Lynx,sp.,Felidae,17950,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,disturbed fill #183,,,,,,,Survivor,,6,A4,0.525,8.3,-16.4,,,,15.2,44,2.9,,x,
908-4180,908-4180,Small,Carnivore,Lynx,rufus,Lynx,sp.,Felidae,17950,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,disturbed fill #189,,,,,,,Survivor,,4,C12,0.522,8,-16.8,,,,15.4,44.7,2.9,,x,
908-4182,908-4182,Small,Carnivore,Lynx,rufus,Lynx,sp.,Felidae,17950,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Disturbed Fill, #174",,,,,,,Survivor,,4,G7,0.398,10.1,-15.1,,,,12.2,39.5,3.2,,x,
908-3476,908-3476,Small,Carnivore,Lynx,rufus,Lynx,sp.,Felidae,17950,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"ZONE 5, SQUARE A-B, 0-1",,,7000,,Holocene,Post-Extinction,Survivor,Post extinction carn,4,E5,0.55,10,-17.4,,,,3.5,16.7,4.8,,x,
908-3310,908-3310,Small,Carnivore,Lynx,rufus,Lynx,sp.,Felidae,17950,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 5, Square H-I, 4-5, #238",,,7000,,Holocene,Post-Extinction,Survivor,Post extinction carn,4,A9,0.55,8.6,-15.9,,,,10.9,33.2,3,,x,
908-1643,908-1643,Small,Carnivore,Lynx,rufus,Lynx,sp.,Felidae,17950,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-G, 1-2, #387",,,3000,,Holocene,Post-Extinction,Survivor,Post extinction carn,5,H5,0.104,9.9,-14.5,,,,12,38.5,3.2,,x,
30967-351,30967-351,Large,Herbivore,Mammut,americanum,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,fragment,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-16.3,-9.5,29.6,-1.222,,,0,,Yann et al 2016,
30967-766,30967-766,Large,Herbivore,Mammut,americanum,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,lm2,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-17.6,-10.8,29.2,-1.61,,,0,,Yann et al 2016,
30967-672,30967-672,Large,Herbivore,Mammut,americanum,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,molar,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-19.4,-12.6,30.6,-0.252,,,0,,Yann et al 2016,
30967-606,30967-606,Large,Herbivore,Mammut,americanum,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,molar,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-19.3,-12.5,30.6,-0.252,,,0,,Yann et al 2016,
30967-899,30967-899,Large,Herbivore,Mammut,americanum,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,molar,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-19.2,-12.4,28.6,-2.192,,,0,,Yann et al 2016,
30967-470,30967-470,Large,Herbivore,Mammut,americanum,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,molar,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-18.8,-12,31.2,0.33,,,0,,Yann et al 2016,
30967-525,30967-525,Large,Herbivore,Mammut,americanum,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,molar,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-18.7,-11.9,30.8,-0.058,,,0,,Yann et al 2016,
30967-727,30967-727,Large,Herbivore,Mammut,americanum,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,molar,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-18.5,-11.7,30.4,-0.446,,,0,,Yann et al 2016,
30967-247,30967-247,Large,Herbivore,Mammut,americanum,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,molar,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-18,-11.2,31.7,0.815,,,0,,Yann et al 2016,
30967-593,30967-593,Large,Herbivore,Mammut,americanum,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,molar,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-17.9,-11.1,31.7,0.815,,,0,,Yann et al 2016,
30967-980,30967-980,Large,Herbivore,Mammut,americanum,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,rm2,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-18.2,-11.4,29,-1.804,,,0,,Yann et al 2016,
30967-257,30967-257,Large,Herbivore,Mammut,americanum,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,rm3,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-17.8,-11,30.2,-0.64,,,0,,Yann et al 2016,
30967-650,30967-650,Large,Herbivore,Mammut,americanum,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,rm3,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-17.5,-10.7,29.6,-1.222,,,0,,Yann et al 2016,
30967-339,30967-339,Large,Herbivore,Mammut,americanum,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,rm3,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-17.5,-10.7,29.8,-1.028,,,0,,Yann et al 2016,
30967-906,30967-906,Large,Herbivore,Mammut,americanum,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,rm3,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-17.4,-10.6,28.5,-2.289,,,0,,Yann et al 2016,
30967-728,30967-728,Large,Herbivore,Mammut,americanum,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,rm3,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-17.3,-10.5,30.9,0.039,,,0,,Yann et al 2016,
30967-50,30967-50,Large,Herbivore,Mammut,americanum,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,rm3,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-17.2,-10.4,30.1,-0.737,,,0,,Yann et al 2016,
30967-352,30967-352,Large,Herbivore,Mammut,americanum,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,rm3,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-16.9,-10.1,30.7,-0.155,,,0,,Yann et al 2016,
30967-591,30967-591,Large,Herbivore,Mammut,americanum,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,rm3,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-16.7,-9.9,30.3,-0.543,,,0,,Yann et al 2016,
30967-156,30967-156,Large,Herbivore,Mammut,sp.,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,San Patricio,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-17.1,-10.3,,-1.9,,,0,,x,
30967-773,30967-773,Large,Herbivore,Mammut,sp.,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,San Patricio,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-16.9,-10.1,,-2.6,,,0,,x,
30967-321,30967-321,Large,Herbivore,Mammut,sp.,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,San Patricio,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-16.8,-10,,-1.6,,,0,,x,
30967-341,30967-341,Large,Herbivore,Mammut,sp.,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,San Patricio,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-16.3,-9.5,,-1.7,,,0,,x,
30967-591,30967-591,Large,Herbivore,Mammut,sp.,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,San Patricio,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-15.8,-9,,-1.3,,,0,,x,
30967-395,30967-395,Large,Herbivore,Mammut,sp.,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,Pleistocene,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-17.4,-10.6,,,,,100,,"Cerling et al., 1999",
30967-321,30967-321,Large,Herbivore,Mammut,,Mammut,americanum,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-16.98,-10.18,28.39,-2.396057661,,,0,,Uark,
43067-39,43067-39,Large,Herbivore,Mammut,americanum,Mammut,americanum,Mammut,7800000,TMM,Avenue Site,30.25,-97.75,Cluster 1,Cluster 4,From depth of 6m in excavation of trash filled pit entrance,,,15000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-17.4,-10.6,,-6.1,,,0,,x,
43067-103,43067-103,Large,Herbivore,Mammut,sp.,Mammut,americanum,Mammut,7800000,TMM,Avenue Site,30.25,-97.75,Cluster 1,Cluster 4,Travis,,,15000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-17,-10.2,,-5,,,0,,x,
43067-104,43067-104,Large,Herbivore,Mammut,sp.,Mammut,americanum,Mammut,7800000,TMM,Avenue Site,30.25,-97.75,Cluster 1,Cluster 4,Travis,,,15000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-16.7,-9.9,,-4.5,,,0,,x,
SMP-61233,SMP-61233,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,SMP,Ben Franklin,33.37,-95.75,Cluster 2,Cluster 1,,,,10317.5,used mid-point age,Holocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.34,-3.54,29.96,-0.87,,,0,,Koch.2004,
SMP-61244,SMP-61244,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,SMP,Ben Franklin,33.37,-95.75,Cluster 2,Cluster 1,,,,10317.5,used mid-point age,Holocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.14,-1.34,29.41,-1.41,,,0,,Koch.2004,
SMP-61245,SMP-61245,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,SMP,Ben Franklin,33.37,-95.75,Cluster 2,Cluster 1,,,,10317.5,used mid-point age,Holocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.07,-1.27,29.49,-1.33,,,0,,Koch.2004,
SMP-60670,SMP-60670,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,SMP,Clear Creek,33.25,-97,Cluster 2,Cluster 1,,,,28840,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.2,-2.4,27.18,-3.57,,,0,,Koch.2004,
SMP-60670,SMP-60670,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,SMP,Clear Creek,33.25,-97,Cluster 2,Cluster 1,,,,28840,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.92,-1.12,27.81,-2.96,,,0,,Koch.2004,
TMM-30907-79,30907-79,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Leo.Boatright.Pit,32.12,-96,Cluster 2,Cluster 1,,,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-13.81,-7.01,26.73,-4.01,,,0,,Koch.2004,
TMM-30907-29,30907-29,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Leo.Boatright.Pit,32.12,-96,Cluster 2,Cluster 1,,,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.81,-3.01,30.35,-0.49,,,0,,Koch.2004,
TMM-30907-10,30907-10,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Leo.Boatright.Pit,32.12,-96,Cluster 2,Cluster 1,,,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.57,-2.77,28.68,-2.11,,,0,,Koch.2004,
TMM-30907-40,30907-40,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Leo.Boatright.Pit,32.12,-96,Cluster 2,Cluster 1,,,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.12,-2.32,28.58,-2.21,,,0,,Koch.2004,
SMP-62358,SMP-62358,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,SMP,Moore.Pit,32.733333,-96.733333,Cluster 2,Cluster 1,,,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.71,-3.91,28.52,-2.27,,,0,,Koch.2004,
SMP-62359,SMP-62359,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,SMP,Moore.Pit,32.733333,-96.733333,Cluster 2,Cluster 1,,,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.39,-3.59,28.52,-2.27,,,0,,Koch.2004,
SMP-70161,SMP-70161,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,SMP,Moore.Pit,32.733333,-96.733333,Cluster 2,Cluster 1,,,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.18,-3.38,27.6,-3.16,,,0,,Koch.2004,
